locus	band	gene_id	gene_sym	chrom	coord_hg19	n	beta_log2fc_per_alt	se	t	p	perm_p	bh_q	direction	mean_log2rpkm
chr5:177946129-178003952		ENSG00000169220.12	ENSG00000169220.12	5	176784838	462	0.10132	0.1355	0.7478	0.45499552383566005	0.4245754245754246	0.9036262897677018	up	5.0614
chr13:48199250-48206639		ENSG00000177197.7	ENSG00000177197.7	13	48902700	462	-0.13054	0.17457	-0.7478	0.4549957508488534	0.4945054945054945	0.9036262897677018	down	4.5597
chr2:87987171-111255403		ENSG00000230006.3	ENSG00000230006.3	2	89065324	462	0.08371	0.11207	0.747	0.45546268563412434	0.46853146853146854	0.9036262897677018	up	1.5924
chr5:177946129-178003952		ENSG00000027847.8	ENSG00000027847.8	5	177027101	462	0.04715	0.06322	0.7458	0.4562041276728443	0.44455544455544455	0.9036491360943699	up	3.3165
chr3:195749463-195980207		ENSG00000230266.1	ENSG00000230266.1	3	194868600	462	-0.02244	0.03039	-0.7384	0.460630620494986	0.44755244755244755	0.9073815071796991	down	2.2422
chr2:87987171-111255403		ENSG00000240382.1	ENSG00000240382.1	2	89417335	462	-0.24224	0.32899	-0.7363	0.46192527138022	0.46353646353646355	0.9073815071796991	down	3.8878
chr2:87987171-111255403		ENSG00000153094.15	ENSG00000153094.15	2	111876955	462	0.0659	0.08965	0.7351	0.46265725119848483	0.44455544455544455	0.9073815071796991	up	3.1932
chr2:87987171-111255403		ENSG00000242371.1	ENSG00000242371.1	2	89619904	462	0.26026	0.355	0.7331	0.4638803727910438	0.5004995004995005	0.9073815071796991	up	5.586
chr2:87987171-111255403		ENSG00000233370.1	ENSG00000233370.1	2	110941631	462	-0.00853	0.01163	-0.733	0.4639516449010929	0.4515484515484515	0.9073815071796991	down	0.1406
chr17:16823490-18384190		ENSG00000249281.1	ENSG00000249281.1	17	16285881	462	0.11299	0.15474	0.7302	0.46565204588795184	0.47352647352647353	0.9073815071796991	up	1.0722
chr2:87987171-111255403		ENSG00000153201.10	ENSG00000153201.10	2	109335937	462	0.02022	0.02775	0.7287	0.46654648936236864	0.4865134865134865	0.9073815071796991	up	3.9567
chr8:7301024-12598379		ENSG00000254936.2	ENSG00000254936.2	8	10983574	462	-0.02135	0.02933	-0.7279	0.46708314807760737	0.4485514485514486	0.9073815071796991	down	0.3712
chr11:71571819-71576724		ENSG00000254997.2	ENSG00000254997.2	11	71259466	462	-0.02285	0.0314	-0.7275	0.467271759781125	0.47352647352647353	0.9073815071796991	down	0.1376
chr17:16823490-18384190		ENSG00000226359.1	ENSG00000226359.1	17	17145324	462	-0.01061	0.0146	-0.7266	0.4678566736398901	0.47152847152847155	0.9073815071796991	down	0.1784
chr3:75454477-75455715		ENSG00000243674.1	ENSG00000243674.1	3	75397938	462	-0.01078	0.01484	-0.7265	0.46789161057906653	0.4835164835164835	0.9073815071796991	down	1.1097
chr2:87987171-111255403		ENSG00000211598.2	ENSG00000211598.2	2	89184913	462	0.34074	0.46916	0.7263	0.46804497677140583	0.46053946053946054	0.9073815071796991	up	5.5393
chr16:75206214-75222748		ENSG00000262583.1	ENSG00000262583.1	16	75550178	462	0.00991	0.01365	0.726	0.4682344052552324	0.4745254745254745	0.9073815071796991	up	0.5229
chr2:87987171-111255403		ENSG00000251546.1	ENSG00000251546.1	2	89901292	462	0.25969	0.35869	0.724	0.4694484264690907	0.45354645354645357	0.9073815071796991	up	5.6526
chr8:7301024-12598379		ENSG00000205873.2	ENSG00000205873.2	8	12294626	462	0.00754	0.01044	0.7223	0.47050073955531674	0.4695304695304695	0.9073815071796991	up	0.4353
chr12:46896694-46915975		ENSG00000061273.12	ENSG00000061273.12	12	48226915	462	-0.08092	0.11241	-0.7198	0.4720228136062819	0.45854145854145856	0.9073815071796991	down	3.3937
chr13:48199250-48206639		ENSG00000231473.2	ENSG00000231473.2	13	48877797	462	-0.07464	0.10381	-0.7191	0.4724874174068271	0.4255744255744256	0.9073815071796991	down	0.139
chr17:3082008-3221835		ENSG00000167720.7	ENSG00000167720.7	17	2206677	462	-0.16014	0.2228	-0.7188	0.47267142009968166	0.4225774225774226	0.9073815071796991	down	3.6094
chr2:87987171-111255403		ENSG00000115594.7	ENSG00000115594.7	2	102681004	462	0.07131	0.09949	0.7167	0.4739349947990653	0.4695304695304695	0.9073815071796991	up	1.7699
chr17:16823490-18384190		ENSG00000108557.12	ENSG00000108557.12	17	17584787	462	0.02313	0.03237	0.7144	0.4753514783741256	0.46853146853146854	0.9073815071796991	up	2.5768
chr16:28471892-28637651		ENSG00000196502.7	ENSG00000196502.7	16	28634946	462	0.02058	0.02884	0.7136	0.4758674468086167	0.48951048951048953	0.9073815071796991	up	1.6072
chr2:87987171-111255403		ENSG00000227270.1	ENSG00000227270.1	2	108520420	462	-0.04671	0.06547	-0.7135	0.47588274415684445	0.4775224775224775	0.9073815071796991	down	1.1075
chr21:43821742-43835116		ENSG00000160233.5	ENSG00000160233.5	21	45875369	462	0.03978	0.05585	0.7124	0.4766110050566399	0.4675324675324675	0.9073815071796991	up	0.655
chr2:87987171-111255403		ENSG00000196862.7	ENSG00000196862.7	2	108443388	462	0.02523	0.03545	0.7116	0.477085499819535	0.4675324675324675	0.9073815071796991	up	3.1151
chr2:87987171-111255403		ENSG00000144218.12	ENSG00000144218.12	2	100759201	462	-0.05733	0.08058	-0.7115	0.47716907303783684	0.43756243756243757	0.9073815071796991	down	0.519
chr16:75206214-75222748		ENSG00000196436.6	ENSG00000196436.6	16	74411156	462	0.01919	0.027	0.7106	0.4777057181703041	0.4675324675324675	0.9073815071796991	up	0.7241
chr5:124425560-124546657		ENSG00000239909.1	ENSG00000239909.1	5	122990602	462	0.07391	0.10449	0.7073	0.4797256895604587	0.4695304695304695	0.9073815071796991	up	0.4975
chr7:5989046-6735643		ENSG00000136238.13	ENSG00000136238.13	7	6414154	462	0.01464	0.02073	0.7065	0.48025844498419923	0.4865134865134865	0.9073815071796991	up	5.24
chr17:16823490-18384190		ENSG00000262202.1	ENSG00000262202.1	17	19015949	462	0.04417	0.06256	0.7061	0.4805164040204674	0.4865134865134865	0.9073815071796991	up	1.4066
chr13:52310302-52320954		ENSG00000231856.1	ENSG00000231856.1	13	52378433	462	0.06245	0.08847	0.7059	0.48059244392147843	0.4775224775224775	0.9073815071796991	up	0.2622
chr17:16823490-18384190		ENSG00000230493.1	ENSG00000230493.1	17	19122456	462	0.04376	0.06201	0.7056	0.48080958700313625	0.45454545454545453	0.9073815071796991	up	1.3152
chr16:28471892-28637651		ENSG00000183336.7	ENSG00000183336.7	16	29466285	462	0.02423	0.03441	0.7042	0.4816851051821907	0.4945054945054945	0.9076501677557871	up	4.5237
chr7:65219157-65531823		ENSG00000235421.1	ENSG00000235421.1	7	65019657	462	-0.01132	0.01612	-0.7025	0.4827365471089923	0.4865134865134865	0.9082490050470098	down	1.9207
chr2:87987171-111255403		ENSG00000233999.2	ENSG00000233999.2	2	87565634	462	0.11848	0.16907	0.7008	0.4838246938352767	0.4935064935064935	0.9084891404647443	up	4.4085
chr21:43821742-43835116		ENSG00000160209.12	ENSG00000160209.12	21	45138975	462	-0.06887	0.0984	-0.6999	0.4843318519440478	0.48451548451548454	0.9084891404647443	down	6.7324
chr2:87987171-111255403		ENSG00000115641.13	ENSG00000115641.13	2	106054960	462	0.06676	0.09584	0.6965	0.4864633059144502	0.4675324675324675	0.9092425891261078	up	1.3686
chr5:179643529-179651253		ENSG00000127022.9	ENSG00000127022.9	5	179105629	462	0.01398	0.02009	0.6959	0.48685776291859095	0.45054945054945056	0.9092425891261078	up	7.9716
chr11:50154999-50324102		ENSG00000255500.1	ENSG00000255500.1	11	50227332	462	-0.00986	0.01418	-0.6953	0.4872212014229337	0.45254745254745254	0.9092425891261078	down	1.2147
chr16:75206214-75222748		ENSG00000168411.8	ENSG00000168411.8	16	74700779	462	0.02109	0.03042	0.6931	0.48858210604519675	0.48951048951048953	0.9092425891261078	up	4.6576
chr8:7301024-12598379		ENSG00000177257.2	ENSG00000177257.2	8	7274385	462	-0.01793	0.02597	-0.6905	0.49025938220823	0.4925074925074925	0.9092425891261078	down	0.4408
chr1:248128773-248428856		ENSG00000175137.9	ENSG00000175137.9	1	249120832	421	0.0331	0.04825	0.6861	0.49307183587116593	0.4875124875124875	0.9092425891261078	up	2.7784
chr14:60606118-60611659		ENSG00000179008.4	ENSG00000179008.4	14	60982261	462	-0.01014	0.01486	-0.6822	0.49548558131189574	0.4825174825174825	0.9092425891261078	down	0.3949
chr5:179643529-179651253		ENSG00000177932.6	ENSG00000177932.6	5	178487416	462	0.00635	0.00932	0.6817	0.4957847057651981	0.4935064935064935	0.9092425891261078	up	1.8594
chr3:195749463-195980207		ENSG00000173950.10	ENSG00000173950.10	3	194991896	462	-0.01661	0.0244	-0.6809	0.4963204865471629	0.4855144855144855	0.9092425891261078	down	2.6175
chr16:16721273-18073542		ENSG00000228071.4	ENSG00000228071.4	16	18026577	462	-0.03798	0.05579	-0.6808	0.4963301007224282	0.4725274725274725	0.9092425891261078	down	9.4993
chr2:87987171-111255403		ENSG00000204634.8	ENSG00000204634.8	2	101869328	462	0.04469	0.06584	0.6787	0.4976586847354004	0.5014985014985015	0.9092425891261078	up	0.8578
chr2:91832040-92012663		ENSG00000232531.2	ENSG00000232531.2	2	91937021	462	-0.02259	0.03341	-0.6761	0.49930995328928346	0.5034965034965035	0.9092425891261078	down	3.6913
chr15:30618103-32153204		ENSG00000259696.1	ENSG00000259696.1	15	31746342	462	-0.02089	0.03096	-0.6747	0.500188177171001	0.5084915084915085	0.9092425891261078	down	1.5269
chr21:13987773-14056796		ENSG00000155304.4	ENSG00000155304.4	21	15755805	462	-0.01321	0.01958	-0.6747	0.5002450104053779	0.4985014985014985	0.9092425891261078	down	3.9099
chr2:87987171-111255403		ENSG00000121152.5	ENSG00000121152.5	2	97001525	462	0.02795	0.04153	0.673	0.5012945209420765	0.5044955044955045	0.9092425891261078	up	4.6688
chr16:16721273-18073542		ENSG00000263198.1	ENSG00000263198.1	16	16388663	462	0.05531	0.08225	0.6725	0.5016237221818862	0.5084915084915085	0.9092425891261078	up	3.6699
chr5:179643529-179651253		ENSG00000250999.1	ENSG00000250999.1	5	179084763	462	-0.00948	0.01414	-0.6708	0.5027144849527447	0.5144855144855145	0.9092425891261078	down	0.3982
chr17:16823490-18384190		ENSG00000108474.7	ENSG00000108474.7	17	16120524	462	0.02008	0.02996	0.6701	0.5031611449155893	0.48951048951048953	0.9092425891261078	up	2.981
chr2:87987171-111255403		ENSG00000224061.1	ENSG00000224061.1	2	106870173	462	0.02325	0.03473	0.6693	0.5036748608485503	0.5274725274725275	0.9092425891261078	up	1.5676
chr5:177946129-178003952		ENSG00000146094.9	ENSG00000146094.9	5	176938275	462	0.0716	0.10716	0.6682	0.5043837277821956	0.5074925074925075	0.9092425891261078	up	5.5756
chr8:7301024-12598379		ENSG00000242607.1	ENSG00000242607.1	8	12428639	462	0.01076	0.01612	0.6675	0.504811227334116	0.5094905094905094	0.9092425891261078	up	0.546
chr8:7301024-12598379		ENSG00000136574.12	ENSG00000136574.12	8	11534468	462	-0.01225	0.01836	-0.6671	0.505048708640552	0.4965034965034965	0.9092425891261078	down	0.2876
chr1:248128773-248428856		ENSG00000185220.7	ENSG00000185220.7	1	249200395	421	0.04116	0.06174	0.6667	0.5053506235783969	0.4825174825174825	0.9092425891261078	up	1.4326
chr16:14954790-15100859		ENSG00000188599.12	ENSG00000188599.12	16	15225458	462	-0.02163	0.03246	-0.6664	0.5055062378552242	0.4965034965034965	0.9092425891261078	down	4.087
chr8:7301024-12598379		ENSG00000255052.2	ENSG00000255052.2	8	11973284	462	0.00592	0.0089	0.6652	0.5062754624286606	0.5064935064935064	0.9092425891261078	up	0.2109
chr1:25324280-25369060		ENSG00000169504.9	ENSG00000169504.9	1	25071848	462	-0.01362	0.02056	-0.6623	0.5080982862034069	0.4925074925074925	0.9092425891261078	down	4.5283
chr1:25324280-25369060		ENSG00000223474.2	ENSG00000223474.2	1	26147288	462	0.00467	0.00705	0.662	0.508284383075456	0.4915084915084915	0.9092425891261078	up	0.249
chr1:149843518-149850293		ENSG00000143384.7	ENSG00000143384.7	1	150552073	462	-0.04002	0.06059	-0.6605	0.5092752737912182	0.5014985014985015	0.9092425891261078	down	6.3931
chr2:87987171-111255403		ENSG00000163162.4	ENSG00000163162.4	2	101925163	462	0.02706	0.04097	0.6605	0.5092965543265274	0.5114885114885115	0.9092425891261078	up	4.1177
chr16:28471892-28637651		ENSG00000181625.12	ENSG00000181625.12	16	29465822	462	0.02255	0.03415	0.6603	0.5094036014582857	0.5174825174825175	0.9092425891261078	up	4.9303
chr21:13987773-14056796		ENSG00000185272.9	ENSG00000185272.9	21	15588451	462	-0.01486	0.02253	-0.6596	0.5098400387602898	0.5234765234765235	0.9092425891261078	down	0.2966
chr5:179643529-179651253		ENSG00000253520.1	ENSG00000253520.1	5	178954514	462	-0.01905	0.02889	-0.6592	0.510134053076316	0.5124875124875125	0.9092425891261078	down	0.846
chr21:43821742-43835116		ENSG00000160201.7	ENSG00000160201.7	21	44527697	462	-0.04899	0.07447	-0.6579	0.5109740784915754	0.5004995004995005	0.9092425891261078	down	5.908
chr16:14954790-15100859		ENSG00000261422.1	ENSG00000261422.1	16	15506577	462	-0.00712	0.01084	-0.657	0.5114993226114654	0.5494505494505495	0.9092425891261078	down	0.172
chr1:25324280-25369060		ENSG00000158006.8	ENSG00000158006.8	1	26324648	462	-0.03371	0.0515	-0.6546	0.5130489495939817	0.5214785214785215	0.9092425891261078	down	3.048
chr1:149843518-149850293		ENSG00000206737.1	ENSG00000206737.1	1	149224221	462	0.17735	0.27097	0.6545	0.5131279443694549	0.5254745254745254	0.9092425891261078	up	2.6465
chr5:177946129-178003952		ENSG00000169230.5	ENSG00000169230.5	5	176730775	462	0.04798	0.0736	0.6519	0.5148058445914836	0.5204795204795205	0.9092425891261078	up	6.1479
chr17:45585159-46292045		ENSG00000006062.8	ENSG00000006062.8	17	43394414	462	0.01002	0.01539	0.6512	0.5152723794261341	0.5274725274725275	0.9092425891261078	up	3.4189
chr17:45585159-46292045		ENSG00000167131.10	ENSG00000167131.10	17	42977084	462	-0.02546	0.03913	-0.6507	0.5155695310054341	0.5134865134865135	0.9092425891261078	down	1.2369
chr13:52310302-52320954		ENSG00000136114.10	ENSG00000136114.10	13	52980629	462	0.04842	0.07443	0.6506	0.5156637898522016	0.4955044955044955	0.9092425891261078	up	0.5032
chr13:52310302-52320954		ENSG00000136108.8	ENSG00000136108.8	13	53029495	462	0.10279	0.15801	0.6505	0.5156798944653274	0.48451548451548454	0.9092425891261078	up	4.3912
chr7:5989046-6735643		ENSG00000164654.11	ENSG00000164654.11	7	7606503	462	0.05309	0.08174	0.6495	0.5163668090504663	0.5194805194805194	0.9092425891261078	up	5.3528
chr7:65219157-65531823		ENSG00000249319.1	ENSG00000249319.1	7	65552756	462	-0.01476	0.02277	-0.6481	0.5172435831955676	0.5214785214785215	0.9092425891261078	down	0.3338
chr8:7301024-12598379		ENSG00000175806.10	ENSG00000175806.10	8	9911778	462	-0.01626	0.02513	-0.6468	0.5180818886615693	0.4925074925074925	0.9092425891261078	down	2.3009
chr14:60606118-60611659		ENSG00000020426.6	ENSG00000020426.6	14	61201460	462	-0.02929	0.04529	-0.6468	0.5181049458013887	0.5024975024975025	0.9092425891261078	down	5.5284
chr17:3082008-3221835		ENSG00000262333.1	ENSG00000262333.1	17	2210055	462	0.17624	0.27317	0.6452	0.5191405150220103	0.38461538461538464	0.9092425891261078	up	1.0907
chr2:87987171-111255403		ENSG00000163006.6	ENSG00000163006.6	2	109403213	462	-0.02436	0.03776	-0.645	0.5192524317545705	0.5214785214785215	0.9092425891261078	down	1.8316
chr17:3082008-3221835		ENSG00000197417.7	ENSG00000197417.7	17	3539616	462	0.27589	0.4291	0.643	0.5205849200304136	0.5734265734265734	0.9102883206181525	up	2.0632
chr21:43821742-43835116		ENSG00000160221.11	ENSG00000160221.11	21	45553487	462	-0.05234	0.08163	-0.6413	0.5216861643855971	0.5224775224775224	0.9107479033357597	down	6.0727
chr7:65219157-65531823		ENSG00000205596.4	ENSG00000205596.4	7	65536305	462	0.00784	0.01224	0.6403	0.5223190721877136	0.5084915084915085	0.9107479033357597	up	0.2643
chr7:5989046-6735643		ENSG00000106305.5	ENSG00000106305.5	7	6048876	462	-0.02047	0.03209	-0.6381	0.5237674703618416	0.5434565434565435	0.9107813844777475	down	4.7766
chr11:71571819-71576724		ENSG00000184154.8	ENSG00000184154.8	11	71791382	462	-0.04739	0.07431	-0.6378	0.5239530151540158	0.4945054945054945	0.9107813844777475	down	2.762
chr16:75206214-75222748		ENSG00000090863.7	ENSG00000090863.7	16	74641012	462	0.0083	0.01304	0.6369	0.5245453369407382	0.5194805194805194	0.9107813844777475	up	4.2835
chr16:75206214-75222748		ENSG00000260884.1	ENSG00000260884.1	16	74347235	462	0.00751	0.01181	0.6357	0.5252990749844829	0.5444555444555444	0.9108126818358401	up	0.2816
chr2:87987171-111255403		ENSG00000172005.6	ENSG00000172005.6	2	95691422	462	-0.08794	0.13873	-0.6339	0.526490012208345	0.5104895104895105	0.9115499605271525	down	3.4225
chr21:13987773-14056796		ENSG00000173231.6	ENSG00000173231.6	21	15148407	462	0.00864	0.01367	0.6325	0.527406472189792	0.5284715284715285	0.9115499605271525	up	1.7063
chr3:75454477-75455715		ENSG00000238278.3	ENSG00000238278.3	3	75464221	462	-0.00595	0.00942	-0.6317	0.5279332162342233	0.5104895104895105	0.9115499605271525	down	0.278
chr16:28471892-28637651		ENSG00000261067.1	ENSG00000261067.1	16	28986125	462	0.02775	0.04413	0.6288	0.5297993311294757	0.5144855144855145	0.9134980110561156	up	1.1074
chr11:18249084-18265819		ENSG00000188211.4	ENSG00000188211.4	11	17373273	462	0.02085	0.03336	0.6251	0.5322561374021654	0.5564435564435565	0.9149982794013051	up	0.2566
chr2:87987171-111255403		ENSG00000253998.2	ENSG00000253998.2	2	89534393	462	0.18624	0.29855	0.6238	0.533061164516278	0.5234765234765235	0.9149982794013051	up	2.9216
chr1:248128773-248428856		ENSG00000196539.2	ENSG00000196539.2	1	248636627	421	0.05291	0.08507	0.622	0.534309117824107	0.5304695304695305	0.9149982794013051	up	0.4098
chr17:16823490-18384190		ENSG00000072134.10	ENSG00000072134.10	17	19140690	462	0.02774	0.04461	0.6218	0.534397180352197	0.5504495504495505	0.9149982794013051	up	1.678
chr5:179643529-179651253		ENSG00000113300.7	ENSG00000113300.7	5	179921412	462	0.01593	0.02577	0.6183	0.5366623744990837	0.5454545454545454	0.9149982794013051	up	3.4833
chr2:87987171-111255403		ENSG00000183513.4	ENSG00000183513.4	2	99224978	462	0.01609	0.02603	0.6183	0.5367239047893615	0.5274725274725275	0.9149982794013051	up	4.2733
chr14:60606118-60611659		ENSG00000259169.1	ENSG00000259169.1	14	60866731	462	0.01078	0.01744	0.6182	0.5367785686208385	0.5464535464535465	0.9149982794013051	up	2.9133
chr13:48199250-48206639		ENSG00000139687.8	ENSG00000139687.8	13	48877883	462	0.20786	0.33677	0.6172	0.5374026926557701	0.5254745254745254	0.9149982794013051	up	4.974
chr2:87987171-111255403		ENSG00000172965.6	ENSG00000172965.6	2	112252677	462	-0.04179	0.06773	-0.617	0.5375236707736474	0.5264735264735265	0.9149982794013051	down	3.5044
chr2:87987171-111255403		ENSG00000174501.10	ENSG00000174501.10	2	96657541	462	-0.02224	0.03608	-0.6162	0.5380603775477788	0.5744255744255744	0.9149982794013051	down	2.0838
chr2:87987171-111255403		ENSG00000256671.3	ENSG00000256671.3	2	111230511	462	0.03797	0.06185	0.6139	0.5396096492681679	0.5384615384615384	0.9156318511234691	up	0.3107
chr12:46896694-46915975		ENSG00000179715.8	ENSG00000179715.8	12	47473386	462	-0.04262	0.06948	-0.6134	0.5399121577707048	0.5554445554445554	0.9156318511234691	down	2.5484
chr7:54234014-54308393		ENSG00000235454.1	ENSG00000235454.1	7	53929926	462	0.00664	0.01086	0.6113	0.5413273908058092	0.5554445554445554	0.916009428952609	up	2.9386
chr1:248128773-248428856		ENSG00000162714.7	ENSG00000162714.7	1	247495148	421	-0.15395	0.25298	-0.6086	0.5431627474002586	0.5504495504495505	0.916009428952609	down	3.3499
chr11:18249084-18265819		ENSG00000255470.1	ENSG00000255470.1	11	18211042	462	-0.04313	0.07089	-0.6084	0.5432579223143686	0.5164835164835165	0.916009428952609	down	1.4543
chr17:16823490-18384190		ENSG00000171916.11	ENSG00000171916.11	17	18380098	462	-0.02659	0.04388	-0.6061	0.5447620807443017	0.5574425574425574	0.916009428952609	down	3.9962
chr2:87987171-111255403		ENSG00000234231.2	ENSG00000234231.2	2	88000503	462	-0.0177	0.02927	-0.6046	0.5457343890490802	0.5954045954045954	0.916009428952609	down	4.1405
chr11:71571819-71576724		ENSG00000137522.13	ENSG00000137522.13	11	71639747	462	0.04895	0.08098	0.6044	0.5458788652767796	0.5534465534465535	0.916009428952609	up	4.0173
chr1:25324280-25369060		ENSG00000236782.1	ENSG00000236782.1	1	26498312	462	-0.0114	0.01887	-0.6043	0.5459830558191986	0.5214785214785215	0.916009428952609	down	3.2984
chr2:87987171-111255403		ENSG00000241755.1	ENSG00000241755.1	2	89310012	462	0.19587	0.32469	0.6033	0.5466415746964439	0.5734265734265734	0.916009428952609	up	3.9108
chr2:87987171-111255403		ENSG00000186281.8	ENSG00000186281.8	2	96705199	462	0.11246	0.18649	0.603	0.5467939967657335	0.5394605394605395	0.916009428952609	up	1.7215
chr12:75713180-75731794		ENSG00000257941.1	ENSG00000257941.1	12	76451318	462	-0.02586	0.04315	-0.5995	0.5491754052629034	0.5594405594405595	0.9187556104263168	down	1.0182
chr7:97445822-97459601		ENSG00000214389.2	ENSG00000214389.2	7	98015896	462	-0.00913	0.01531	-0.5962	0.5513170423150557	0.5354645354645354	0.9189806017243101	down	10.9709
chr8:7301024-12598379		ENSG00000182319.5	ENSG00000182319.5	8	8244008	462	0.01695	0.02848	0.595	0.5521637424364462	0.5444555444555444	0.9189806017243101	up	2.763
chr12:46896694-46915975		ENSG00000257496.1	ENSG00000257496.1	12	46780774	462	-0.00992	0.01674	-0.5927	0.5537140790873505	0.5404595404595405	0.9189806017243101	down	0.153
chr21:13987773-14056796		ENSG00000241115.1	ENSG00000241115.1	21	15457502	462	-0.03777	0.06398	-0.5904	0.5552493575091331	0.5624375624375625	0.9189806017243101	down	3.0214
chr16:16721273-18073542		ENSG00000262848.1	ENSG00000262848.1	16	16386099	462	-0.08736	0.14818	-0.5896	0.5557908525458953	0.35764235764235763	0.9189806017243101	down	0.4252
chr2:87987171-111255403		ENSG00000242580.1	ENSG00000242580.1	2	90248739	462	-0.09435	0.16073	-0.587	0.5574684634805132	0.5404595404595405	0.9189806017243101	down	0.9564
chr12:75713180-75731794		ENSG00000257872.1	ENSG00000257872.1	12	76531205	462	0.01051	0.01793	0.5859	0.5582268088004567	0.5394605394605395	0.9189806017243101	up	0.1694
chr5:177946129-178003952		ENSG00000113240.7	ENSG00000113240.7	5	178057616	462	-0.07098	0.12143	-0.5845	0.5591500764318993	0.5284715284715285	0.9189806017243101	down	2.8222
chr1:248128773-248428856		ENSG00000183310.2	ENSG00000183310.2	1	248738080	421	0.04674	0.08018	0.583	0.5602521651587777	0.5524475524475524	0.9189806017243101	up	0.384
chr2:87987171-111255403		ENSG00000237666.2	ENSG00000237666.2	2	107094125	462	0.01963	0.03383	0.5803	0.5619811911281724	0.5694305694305695	0.9189806017243101	up	2.3186
chr2:87987171-111255403		ENSG00000153093.13	ENSG00000153093.13	2	111490150	462	-0.06789	0.11705	-0.58	0.5622195188989292	0.5554445554445554	0.9189806017243101	down	2.1451
chr12:75713180-75731794		ENSG00000091039.11	ENSG00000091039.11	12	76953589	462	0.05796	0.10015	0.5788	0.5630266191297499	0.5464535464535465	0.9189806017243101	up	4.0775
chr21:43821742-43835116		ENSG00000160200.12	ENSG00000160200.12	21	44497053	462	-0.10578	0.18287	-0.5784	0.563267580620672	0.5774225774225774	0.9189806017243101	down	1.8248
chr17:3082008-3221835		ENSG00000196689.6	ENSG00000196689.6	17	3500392	462	0.39986	0.69186	0.578	0.5635879223944659	0.5584415584415584	0.9189806017243101	up	1.1101
chr16:16721273-18073542		ENSG00000205730.5	ENSG00000205730.5	16	19125254	462	0.0785	0.13584	0.5778	0.563658968211856	0.5214785214785215	0.9189806017243101	up	0.8349
chr2:87987171-111255403		ENSG00000144061.8	ENSG00000144061.8	2	110962643	462	0.0225	0.03901	0.5769	0.5643193282168808	0.5574425574425574	0.9189806017243101	up	0.6726
chr13:52310302-52320954		ENSG00000217576.4	ENSG00000217576.4	13	52908412	462	-0.04248	0.07368	-0.5765	0.5645473090819261	0.5454545454545454	0.9189806017243101	down	1.291
chr3:195749463-195980207		ENSG00000145107.10	ENSG00000145107.10	3	196065374	462	-0.03868	0.0671	-0.5765	0.5645920344510031	0.5624375624375625	0.9189806017243101	down	0.7841
chr2:87987171-111255403		ENSG00000231584.2	ENSG00000231584.2	2	96679478	462	-0.01746	0.03032	-0.5759	0.5649815338343912	0.5524475524475524	0.9189806017243101	down	4.0844
chr11:71571819-71576724		ENSG00000149357.5	ENSG00000149357.5	11	71814433	462	0.03852	0.06696	0.5753	0.5653563218892408	0.5644355644355644	0.9189806017243101	up	5.7074
chr2:87987171-111255403		ENSG00000233707.2	ENSG00000233707.2	2	110495100	462	0.03442	0.06006	0.5731	0.566883698867054	0.5824175824175825	0.9189806017243101	up	3.1208
chr5:177946129-178003952		ENSG00000165671.12	ENSG00000165671.12	5	176560026	462	-0.05934	0.10383	-0.5715	0.5679235226954306	0.5044955044955045	0.9189806017243101	down	3.4569
chr2:91832040-92012663		ENSG00000230572.1	ENSG00000230572.1	2	91902771	462	0.02603	0.04565	0.5704	0.5687143302615982	0.5794205794205795	0.9189806017243101	up	0.6276
chr7:97445822-97459601		ENSG00000238228.1	ENSG00000238228.1	7	97577310	462	-0.00773	0.01358	-0.5694	0.5693993910690917	0.5814185814185814	0.9189806017243101	down	0.3561
chr7:65219157-65531823		ENSG00000152926.8	ENSG00000152926.8	7	64467062	462	0.01786	0.03164	0.5645	0.5726803538982788	0.5934065934065934	0.9189806017243101	up	1.4841
chr17:16823490-18384190		ENSG00000108641.9	ENSG00000108641.9	17	19281495	462	-0.02632	0.04666	-0.5641	0.5729682148834266	0.5634365634365635	0.9189806017243101	down	2.2365
chr21:43821742-43835116		ENSG00000241728.1	ENSG00000241728.1	21	45750104	462	0.07782	0.13809	0.5636	0.5733396590437254	0.5794205794205795	0.9189806017243101	up	0.4654
chr13:48199250-48206639		ENSG00000235957.1	ENSG00000235957.1	13	49761806	462	0.10994	0.19522	0.5631	0.5736224869169905	0.5574425574425574	0.9189806017243101	up	6.9019
chr16:16721273-18073542		ENSG00000103222.13	ENSG00000103222.13	16	16043434	462	0.13143	0.2342	0.5612	0.5749508023441943	0.5734265734265734	0.9189806017243101	up	4.4017
chr2:87987171-111255403		ENSG00000225420.1	ENSG00000225420.1	2	88838238	462	0.01818	0.03255	0.5587	0.5766220347012128	0.5654345654345654	0.9189806017243101	up	3.2135
chr11:71571819-71576724		ENSG00000254682.1	ENSG00000254682.1	11	71159720	462	0.08368	0.15015	0.5573	0.5775838675109852	0.5734265734265734	0.9189806017243101	up	2.0383
chr1:149843518-149850293		ENSG00000203817.5	ENSG00000203817.5	1	149459549	462	0.05238	0.09417	0.5563	0.5782985599995379	0.5874125874125874	0.9189806017243101	up	4.5794
chr15:30618103-32153204		ENSG00000259647.1	ENSG00000259647.1	15	30338051	462	-0.02652	0.04775	-0.5554	0.5789084654553364	0.5744255744255744	0.9189806017243101	down	0.6723
