phy_filename	transcript_id	gene_name	chromosome	haplotype_group	overall_cds_start_1based	overall_cds_end_1based	spliced_cds_length	cds_segment_coords_1based
group0_NTN5_ENSG00000142233.14_ENST00000270235.11_chr19_cds_start48661680_cds_end48670986_inv_start47959660_inv_end50091195.phy.gz	ENST00000270235.11	NTN5	19	0	48661680	48670986	1467	48670356-48670986;48664579-48664767;48664143-48664292;48663761-48663814;48663463-48663543;48661680-48662041
group0_ZNF473_ENSG00000142528.16_ENST00000270617.8_chr19_cds_start50031083_cds_end50047056_inv_start47959660_inv_end50091195.phy.gz	ENST00000270617.8	ZNF473	19	0	50031083	50047056	2613	50031083-50031091;50039161-50039287;50041730-50041819;50044670-50047056
group0_RPS11_ENSG00000142534.7_ENST00000270625.7_chr19_cds_start49496457_cds_end49499632_inv_start47959660_inv_end50091195.phy.gz	ENST00000270625.7	RPS11	19	0	49496457	49499632	474	49496457-49496471;49497194-49497325;49497520-49497595;49497917-49498046;49499512-49499632
group0_PTH2_ENSG00000142538.2_ENST00000270631.2_chr19_cds_start49422471_cds_end49423339_inv_start47959660_inv_end50091195.phy.gz	ENST00000270631.2	PTH2	19	0	49422471	49423339	300	49423212-49423339;49422471-49422642
group0_RCN3_ENSG00000142552.8_ENST00000270645.8_chr19_cds_start49528473_cds_end49543210_inv_start47959660_inv_end50091195.phy.gz	ENST00000270645.8	RCN3	19	0	49528473	49543210	984	49528473-49528714;49534193-49534395;49537033-49537205;49539119-49539179;49542553-49542752;49543106-49543210
group0_CABP5_ENSG00000105507.3_ENST00000293255.3_chr19_cds_start48030560_cds_end48043922_inv_start47959660_inv_end50091195.phy.gz	ENST00000293255.3	CABP5	19	0	48030560	48043922	519	48043860-48043922;48041573-48041603;48040605-48040748;48039208-48039317;48034215-48034362;48030560-48030582
group0_TMEM143_ENSG00000161558.11_ENST00000293261.8_chr19_cds_start48333222_cds_end48363920_inv_start47959660_inv_end50091195.phy.gz	ENST00000293261.8	TMEM143	19	0	48333222	48363920	1377	48363898-48363920;48363291-48363531;48360072-48360176;48345160-48345354;48343321-48343451;48342530-48342809;48334008-48334197;48333222-48333433
group0_ALDH16A1_ENSG00000161618.10_ENST00000293350.9_chr19_cds_start49453332_cds_end49470464_inv_start47959660_inv_end50091195.phy.gz	ENST00000293350.9	ALDH16A1	19	0	49453332	49470464	2406	49453332-49453421;49458486-49458588;49458960-49459086;49459670-49459848;49460822-49460899;49461619-49461800;49461884-49462036;49462570-49462755;49463854-49463949;49464127-49464263;49464417-49464522;49464632-49464762;49465738-49465905;49466082-49466283;49468381-49468566;49468864-49468986;49470306-49470464
group0_CGB1_ENSG00000267631.5_ENST00000301407.8_chr19_cds_start49035613_cds_end49036711_inv_start47959660_inv_end50091195.phy.gz	ENST00000301407.8	CGB1	19	0	49035613	49036711	465	49036703-49036711;49036136-49036303;49035613-49035900
group0_CGB5_ENSG00000189052.7_ENST00000301408.7_chr19_cds_start49044210_cds_end49045291_inv_start47959660_inv_end50091195.phy.gz	ENST00000301408.7	CGB5	19	0	49044210	49045291	495	49044210-49044224;49044577-49044744;49044980-49045291
group0_MED25_ENSG00000104973.19_ENST00000312865.10_chr19_cds_start49818342_cds_end49836941_inv_start47959660_inv_end50091195.phy.gz	ENST00000312865.10	MED25	19	0	49818342	49836941	2241	49818342-49818475;49818571-49818616;49819172-49819296;49828449-49828547;49828970-49829090;49829786-49829948;49830088-49830218;49830511-49830598;49830694-49830887;49831333-49831461;49831936-49832021;49832100-49832157;49832308-49832415;49834986-49835177;49835534-49835605;49835727-49835945;49836226-49836406;49836847-49836941
group0_FUZ_ENSG00000010361.14_ENST00000313777.9_chr19_cds_start49807154_cds_end49813106_inv_start47959660_inv_end50091195.phy.gz	ENST00000313777.9	FUZ	19	0	49807154	49813106	1254	49812996-49813106;49812615-49812736;49812251-49812335;49811631-49811699;49811363-49811467;49809378-49809575;49809163-49809258;49808717-49808823;49808574-49808638;49808414-49808488;49807154-49807374
group0_BCAT2_ENSG00000105552.15_ENST00000316273.11_chr19_cds_start48795429_cds_end48811007_inv_start47959660_inv_end50091195.phy.gz	ENST00000316273.11	BCAT2	19	0	48795429	48811007	1176	48810984-48811007;48807000-48807074;48806517-48806717;48800187-48800297;48799981-48800100;48799675-48799838;48797191-48797333;48796937-48797022;48796578-48796718;48796428-48796502;48795429-48795464
group0_VRK3_ENSG00000105053.11_ENST00000316763.8_chr19_cds_start49979097_cds_end50016162_inv_start47959660_inv_end50091195.phy.gz	ENST00000316763.8	VRK3	19	0	49979097	50016162	1422	50016024-50016162;50009236-50009385;50007569-50007826;50000790-50000854;49997504-49997570;49995191-49995275;49994814-49994919;49992860-49992952;49989639-49989771;49988372-49988492;49980955-49981013;49979097-49979242
group0_MAMSTR_ENSG00000176909.13_ENST00000318083.11_chr19_cds_start48713270_cds_end48719031_inv_start47959660_inv_end50091195.phy.gz	ENST00000318083.11	MAMSTR	19	0	48713270	48719031	1245	48718974-48719031;48716705-48716743;48715625-48715767;48715262-48715446;48714806-48714908;48714366-48714560;48713860-48714045;48713716-48713770;48713270-48713550
group0_SPACA4_ENSG00000177202.3_ENST00000321762.3_chr19_cds_start48606979_cds_end48607350_inv_start47959660_inv_end50091195.phy.gz	ENST00000321762.3	SPACA4	19	0	48606979	48607350	372	48606979-48607350
group0_PNKP_ENSG00000039650.12_ENST00000322344.8_chr19_cds_start49861251_cds_end49867204_inv_start47959660_inv_end50091195.phy.gz	ENST00000322344.8	PNKP	19	0	49861251	49867204	1563	49867054-49867204;49866399-49866445;49865127-49865426;49864324-49864403;49864179-49864236;49863964-49864071;49863689-49863760;49862690-49862738;49862538-49862608;49862371-49862463;49862185-49862281;49862044-49862105;49861772-49861881;49861608-49861695;49861449-49861510;49861251-49861365
group0_GYS1_ENSG00000104812.15_ENST00000323798.8_chr19_cds_start48969291_cds_end48993112_inv_start47959660_inv_end50091195.phy.gz	ENST00000323798.8	GYS1	19	0	48969291	48993112	2211	48992995-48993112;48991302-48991483;48987194-48987385;48985850-48986035;48985461-48985605;48982720-48982837;48982255-48982375;48981530-48981636;48978098-48978157;48977924-48978002;48974620-48974733;48974213-48974339;48970928-48971023;48970546-48970709;48969775-48969855;48969291-48969611
group0_CD37_ENSG00000104894.12_ENST00000323906.9_chr19_cds_start49335541_cds_end49340325_inv_start47959660_inv_end50091195.phy.gz	ENST00000323906.9	CD37	19	0	49335541	49340325	843	49335541-49335609;49335714-49335786;49336909-49337033;49337147-49337221;49337925-49338029;49338700-49338936;49339330-49339413;49340251-49340325
group0_KDELR1_ENSG00000105438.9_ENST00000330720.7_chr19_cds_start48383296_cds_end48391358_inv_start47959660_inv_end50091195.phy.gz	ENST00000330720.7	KDELR1	19	0	48383296	48391358	636	48391268-48391358;48390424-48390524;48389553-48389711;48384230-48384482;48383296-48383327
group0_FTL_ENSG00000087086.16_ENST00000331825.11_chr19_cds_start48965508_cds_end48966732_inv_start47959660_inv_end50091195.phy.gz	ENST00000331825.11	FTL	19	0	48965508	48966732	525	48965508-48965609;48965770-48965916;48966281-48966406;48966583-48966732
group0_IZUMO1_ENSG00000182264.9_ENST00000332955.7_chr19_cds_start48740911_cds_end48745859_inv_start47959660_inv_end50091195.phy.gz	ENST00000332955.7	IZUMO1	19	0	48740911	48745859	1050	48745625-48745859;48745214-48745288;48744453-48744539;48744175-48744195;48743445-48743525;48742209-48742309;48741789-48741942;48741301-48741478;48740911-48741028
group0_PPFIA3_ENSG00000177380.14_ENST00000334186.9_chr19_cds_start49127874_cds_end49150135_inv_start47959660_inv_end50091195.phy.gz	ENST00000334186.9	PPFIA3	19	0	49127874	49150135	3582	49127874-49128113;49128367-49128468;49128848-49129012;49129380-49129454;49129993-49130067;49130378-49130599;49133001-49133147;49133237-49133371;49133796-49133879;49134034-49134165;49134639-49134701;49134836-49134915;49135779-49135923;49136724-49136911;49138205-49138427;49139668-49139831;49139961-49140088;49141420-49141513;49142034-49142115;49142804-49143004;49145943-49146005;49146166-49146192;49148083-49148258;49148666-49148763;49148993-49149168;49149257-49149325;49149547-49149718;49150080-49150135
group0_SLC6A16_ENSG00000063127.16_ENST00000335875.9_chr19_cds_start49290126_cds_end49311347_inv_start47959660_inv_end50091195.phy.gz	ENST00000335875.9	SLC6A16	19	0	49290126	49311347	2208	49310933-49311347;49310353-49310510;49310040-49310166;49309651-49309826;49309301-49309411;49308876-49309117;49294367-49294553;49293827-49294028;49293223-49293382;49290605-49290767;49290126-49290392
group0_ELSPBP1_ENSG00000169393.10_ENST00000339841.7_chr19_cds_start48008668_cds_end48022324_inv_start47959660_inv_end50091195.phy.gz	ENST00000339841.7	ELSPBP1	19	0	48008668	48022324	669	48008668-48008737;48014171-48014308;48015893-48016039;48019719-48019877;48022170-48022324
group0_KCNJ14_ENSG00000182324.7_ENST00000342291.3_chr19_cds_start48461725_cds_end48464774_inv_start47959660_inv_end50091195.phy.gz	ENST00000342291.3	KCNJ14	19	0	48461725	48464774	1308	48461725-48462438;48464181-48464774
group0_AKT1S1_ENSG00000204673.11_ENST00000344175.10_chr19_cds_start49869920_cds_end49873295_inv_start47959660_inv_end50091195.phy.gz	ENST00000344175.10	AKT1S1	19	0	49869920	49873295	768	49872917-49873295;49871812-49871889;49871547-49871716;49869920-49870060
group0_BSPH1_ENSG00000188334.3_ENST00000344839.3_chr19_cds_start47976715_cds_end47992081_inv_start47959660_inv_end50091195.phy.gz	ENST00000344839.3	BSPH1	19	0	47976715	47992081	396	47992009-47992081;47980921-47980941;47979570-47979599;47977373-47977504;47976715-47976854
group0_SYNGR4_ENSG00000105467.9_ENST00000344846.7_chr19_cds_start48365843_cds_end48376315_inv_start47959660_inv_end50091195.phy.gz	ENST00000344846.7	SYNGR4	19	0	48365843	48376315	702	48365843-48365935;48373517-48373754;48375613-48375752;48376085-48376315
group0_BAX_ENSG00000087088.21_ENST00000345358.12_chr19_cds_start48954929_cds_end48961633_inv_start47959660_inv_end50091195.phy.gz	ENST00000345358.12	BAX	19	0	48954929	48961633	576	48954929-48954962;48955548-48955599;48955687-48955833;48956198-48956333;48960810-48960914;48961532-48961633
group0_NUP62_ENSG00000213024.13_ENST00000352066.8_chr19_cds_start49908242_cds_end49909807_inv_start47959660_inv_end50091195.phy.gz	ENST00000352066.8	NUP62	19	0	49908242	49909807	1566	49908242-49909807
group0_AP2A1_ENSG00000196961.13_ENST00000354293.10_chr19_cds_start49767134_cds_end49806755_inv_start47959660_inv_end50091195.phy.gz	ENST00000354293.10	AP2A1	19	0	49767134	49806755	2865	49767134-49767200;49781757-49781825;49781947-49782089;49782531-49782724;49791935-49792064;49792991-49793092;49795630-49795738;49798802-49798952;49799327-49799495;49799629-49799766;49799968-49800150;49800961-49801058;49801390-49801621;49801722-49801889;49801981-49802141;49802949-49803005;49803107-49803189;49803287-49803376;49805453-49805576;49805661-49805777;49805872-49805941;49806119-49806253;49806681-49806755
group0_CGB3_ENSG00000104827.12_ENST00000357383.4_chr19_cds_start49022889_cds_end49023971_inv_start47959660_inv_end50091195.phy.gz	ENST00000357383.4	CGB3	19	0	49022889	49023971	495	49023957-49023971;49023436-49023603;49022889-49023200
group0_CGB2_ENSG00000104818.15_ENST00000359342.7_chr19_cds_start49032096_cds_end49033218_inv_start47959660_inv_end50091195.phy.gz	ENST00000359342.7	CGB2	19	0	49032096	49033218	489	49032096-49032104;49032504-49032671;49032907-49033218
group0_SCAF1_ENSG00000126461.15_ENST00000360565.8_chr19_cds_start49645027_cds_end49658396_inv_start47959660_inv_end50091195.phy.gz	ENST00000360565.8	SCAF1	19	0	49645027	49658396	3936	49645027-49645134;49645354-49645411;49646108-49646202;49646526-49646626;49646715-49646830;49650868-49653705;49654349-49654431;49654652-49654870;49657761-49657889;49658208-49658396
group0_IRF3_ENSG00000126456.16_ENST00000377139.8_chr19_cds_start49659651_cds_end49664838_inv_start47959660_inv_end50091195.phy.gz	ENST00000377139.8	IRF3	19	0	49659651	49664838	1281	49664674-49664838;49663343-49663514;49663188-49663258;49662425-49662617;49661948-49662328;49660713-49660828;49659651-49659833
group0_IL4I1_ENSG00000104951.16_ENST00000391826.7_chr19_cds_start49889673_cds_end49896160_inv_start47959660_inv_end50091195.phy.gz	ENST00000391826.7	IL4I1	19	0	49889673	49896160	1701	49896148-49896160;49895815-49896053;49895068-49895180;49894268-49894469;49891405-49891473;49890971-49891107;49889673-49890600
group0_PTOV1_ENSG00000104960.15_ENST00000391842.6_chr19_cds_start49851329_cds_end49860276_inv_start47959660_inv_end50091195.phy.gz	ENST00000391842.6	PTOV1	19	0	49851329	49860276	1248	49851329-49851499;49854406-49854543;49854652-49854734;49854831-49854888;49854970-49855077;49856975-49857130;49857693-49857782;49857904-49857977;49858057-49858114;49858549-49858653;49859986-49860183;49860268-49860276
group0_RPL13A_ENSG00000142541.18_ENST00000391857.9_chr19_cds_start49487630_cds_end49491812_inv_start47959660_inv_end50091195.phy.gz	ENST00000391857.9	RPL13A	19	0	49487630	49491812	609	49487630-49487644;49489850-49489922;49490232-49490297;49490475-49490576;49490779-49490864;49491040-49491099;49491425-49491547;49491729-49491812
group0_NUCB1_ENSG00000104805.17_ENST00000405315.9_chr19_cds_start48900797_cds_end48922421_inv_start47959660_inv_end50091195.phy.gz	ENST00000405315.9	NUCB1	19	0	48900797	48922421	1383	48900797-48900931;48904347-48904454;48905753-48905885;48911149-48911252;48913011-48913196;48913474-48913564;48918726-48918784;48919030-48919122;48919194-48919286;48921154-48921324;48921827-48921932;48922318-48922421
group0_C19orf73_ENSG00000221916.4_ENST00000408991.4_chr19_cds_start49118636_cds_end49119022_inv_start47959660_inv_end50091195.phy.gz	ENST00000408991.4	C19orf73	19	0	49118636	49119022	387	49118636-49119022
group0_PRR12_ENSG00000126464.15_ENST00000418929.7_chr19_cds_start49591655_cds_end49625604_inv_start47959660_inv_end50091195.phy.gz	ENST00000418929.7	PRR12	19	0	49591655	49625604	6108	49591655-49591740;49593327-49593439;49594454-49594615;49594697-49598013;49599272-49599938;49601491-49601918;49614533-49614649;49614876-49615009;49615747-49616219;49620352-49620477;49621525-49621622;49624844-49624990;49625105-49625200;49625461-49625604
group0_ADM5_ENSG00000224420.4_ENST00000420022.4_chr19_cds_start49689838_cds_end49690490_inv_start47959660_inv_end50091195.phy.gz	ENST00000420022.4	ADM5	19	0	49689838	49690490	459	49689838-49689911;49690106-49690490
group0_ATF5_ENSG00000169136.13_ENST00000423777.7_chr19_cds_start49930851_cds_end49933089_inv_start47959660_inv_end50091195.phy.gz	ENST00000423777.7	ATF5	19	0	49930851	49933089	846	49930851-49931028;49932422-49933089
group0_FUT2_ENSG00000176920.14_ENST00000425340.3_chr19_cds_start48702957_cds_end48703985_inv_start47959660_inv_end50091195.phy.gz	ENST00000425340.3	FUT2	19	0	48702957	48703985	1029	48702957-48703985
group0_SIGLEC11_ENSG00000161640.15_ENST00000447370.6_chr19_cds_start49949973_cds_end49961081_inv_start47959660_inv_end50091195.phy.gz	ENST00000447370.6	SIGLEC11	19	0	49949973	49961081	2094	49961006-49961081;49960552-49960935;49960137-49960421;49959773-49959820;49959360-49959623;49959030-49959077;49958643-49958900;49958283-49958570;49952298-49952394;49951891-49951972;49949973-49950236
group0_KASH5_ENSG00000161609.10_ENST00000447857.8_chr19_cds_start49390884_cds_end49417507_inv_start47959660_inv_end50091195.phy.gz	ENST00000447857.8	KASH5	19	0	49390884	49417507	1686	49390884-49390926;49394476-49394580;49395106-49395292;49395769-49395833;49397651-49397717;49397982-49398143;49399025-49399142;49399457-49399507;49406886-49406963;49407240-49407296;49407612-49407671;49408967-49409031;49409196-49409283;49409753-49409875;49412968-49413026;49414951-49414996;49417015-49417079;49417159-49417266;49417369-49417507
group0_CGB8_ENSG00000213030.6_ENST00000448456.4_chr19_cds_start49047658_cds_end49048739_inv_start47959660_inv_end50091195.phy.gz	ENST00000448456.4	CGB8	19	0	49047658	49048739	495	49048725-49048739;49048205-49048372;49047658-49047969
group0_CYTH2_ENSG00000105443.17_ENST00000452733.7_chr19_cds_start48469508_cds_end48479207_inv_start47959660_inv_end50091195.phy.gz	ENST00000452733.7	CYTH2	19	0	48469508	48479207	1197	48469508-48469526;48470353-48470500;48470603-48470669;48472325-48472443;48473298-48473378;48473905-48474017;48474182-48474330;48474838-48474949;48478069-48478145;48478275-48478346;48478438-48478592;48479123-48479207
group0_PRMT1_ENSG00000126457.22_ENST00000454376.7_chr19_cds_start49677281_cds_end49688242_inv_start47959660_inv_end50091195.phy.gz	ENST00000454376.7	PRMT1	19	0	49677281	49688242	1113	49677281-49677316;49679872-49679925;49680487-49680588;49681910-49682065;49682196-49682259;49683927-49684069;49684754-49684841;49684922-49685037;49686093-49686243;49686605-49686726;49688162-49688242
group0_RPL18_ENSG00000063177.13_ENST00000549920.6_chr19_cds_start48615375_cds_end48619143_inv_start47959660_inv_end50091195.phy.gz	ENST00000549920.6	RPL18	19	0	48615375	48619143	564	48619141-48619143;48617791-48617877;48617316-48617423;48616726-48616824;48616079-48616202;48615877-48615946;48615375-48615447
group0_NTF4_ENSG00000225950.9_ENST00000593537.2_chr19_cds_start49061368_cds_end49061997_inv_start47959660_inv_end50091195.phy.gz	ENST00000593537.2	NTF4	19	0	49061368	49061997	630	49061368-49061997
group0_FGF21_ENSG00000105550.10_ENST00000593756.6_chr19_cds_start48756237_cds_end48758217_inv_start47959660_inv_end50091195.phy.gz	ENST00000593756.6	FGF21	19	0	48756237	48758217	627	48756237-48756471;48756926-48757029;48757930-48758217
group0_TEAD2_ENSG00000074219.14_ENST00000593945.6_chr19_cds_start49341327_cds_end49360075_inv_start47959660_inv_end50091195.phy.gz	ENST00000593945.6	TEAD2	19	0	49341327	49360075	1353	49359844-49360075;49359435-49359499;49357252-49357314;49355959-49355970;49355312-49355419;49355148-49355206;49351301-49351365;49348703-49348845;49347190-49347363;49343231-49343398;49342438-49342590;49341327-49341437
group0_RUVBL2_ENSG00000183207.15_ENST00000595090.6_chr19_cds_start48993912_cds_end49015839_inv_start47959660_inv_end50091195.phy.gz	ENST00000595090.6	RUVBL2	19	0	48993912	49015839	1389	48993912-48993923;48999319-48999373;49003279-49003334;49004277-49004418;49007018-49007147;49007302-49007368;49009776-49009882;49009973-49010066;49010488-49010611;49010999-49011093;49011192-49011310;49014484-49014603;49015021-49015150;49015572-49015686;49015817-49015839
group0_ZNF114_ENSG00000178150.10_ENST00000595607.6_chr19_cds_start48279800_cds_end48286875_inv_start47959660_inv_end50091195.phy.gz	ENST00000595607.6	ZNF114	19	0	48279800	48286875	1251	48279800-48279808;48282371-48282497;48285761-48286875
group0_NOSIP_ENSG00000142546.14_ENST00000596358.6_chr19_cds_start49555754_cds_end49560691_inv_start47959660_inv_end50091195.phy.gz	ENST00000596358.6	NOSIP	19	0	49555754	49560691	903	49560622-49560691;49559934-49560039;49558897-49558978;49557090-49557249;49556875-49556993;49556549-49556736;49556317-49556425;49555754-49555822
group0_FLT3LG_ENSG00000090554.13_ENST00000597551.6_chr19_cds_start49474640_cds_end49480596_inv_start47959660_inv_end50091195.phy.gz	ENST00000597551.6	FLT3LG	19	0	49474640	49480596	705	49474640-49474672;49475691-49475801;49476145-49476198;49476423-49476566;49478909-49479047;49480298-49480476;49480552-49480596
group0_CPT1C_ENSG00000169169.15_ENST00000598293.6_chr19_cds_start49692253_cds_end49713602_inv_start47959660_inv_end50091195.phy.gz	ENST00000598293.6	CPT1C	19	0	49692253	49713602	2409	49692253-49692393;49697326-49697465;49700684-49700855;49701317-49701418;49701497-49701634;49704710-49704787;49705007-49705114;49705214-49705298;49705909-49706104;49706231-49706413;49707518-49707623;49708723-49708839;49710320-49710484;49710723-49710857;49711809-49711961;49712736-49712849;49712972-49713064;49713420-49713602
group0_SNRNP70_ENSG00000104852.15_ENST00000598441.6_chr19_cds_start49086415_cds_end49108440_inv_start47959660_inv_end50091195.phy.gz	ENST00000598441.6	SNRNP70	19	0	49086415	49108440	1311	49086415-49086561;49090291-49090353;49090466-49090520;49098427-49098491;49098642-49098704;49101390-49101471;49104634-49104735;49107625-49107712;49107795-49108440
group0_PLA2G4C_ENSG00000105499.14_ENST00000599921.6_chr19_cds_start48048346_cds_end48106529_inv_start47959660_inv_end50091195.phy.gz	ENST00000599921.6	PLA2G4C	19	0	48048346	48106529	1623	48106522-48106529;48105333-48105444;48104588-48104724;48099671-48099860;48098139-48098259;48095464-48095604;48090364-48090417;48088686-48088712;48085059-48085112;48077771-48077824;48074767-48074874;48067791-48067886;48061998-48062152;48054878-48055049;48052997-48053147;48048346-48048388
group0_LMTK3_ENSG00000142235.13_ENST00000600059.6_chr19_cds_start48485776_cds_end48511576_inv_start47959660_inv_end50091195.phy.gz	ENST00000600059.6	LMTK3	19	0	48485776	48511576	4380	48511501-48511576;48510459-48510592;48510023-48510173;48509437-48509513;48508851-48508969;48502909-48502996;48502433-48502581;48501478-48501562;48501283-48501404;48500996-48501145;48497393-48499917;48493694-48494109;48491404-48491539;48491108-48491245;48485776-48485789
group0_GFY_ENSG00000261949.7_ENST00000610896.3_chr19_cds_start49426431_cds_end49428815_inv_start47959660_inv_end50091195.phy.gz	ENST00000610896.3	GFY	19	0	49426431	49428815	1554	49426431-49427613;49427946-49428119;49428619-49428815
group0_ZSWIM9_ENSG00000185453.13_ENST00000614654.2_chr19_cds_start48171803_cds_end48196824_inv_start47959660_inv_end50091195.phy.gz	ENST00000614654.2	ZSWIM9	19	0	48171803	48196824	2760	48171803-48172077;48182455-48182767;48194653-48196824
group0_SAXO3_ENSG00000268655.3_ENST00000637680.2_chr19_cds_start49017971_cds_end49020515_inv_start47959660_inv_end50091195.phy.gz	ENST00000637680.2	SAXO3	19	0	49017971	49020515	1002	49020375-49020515;49019909-49020109;49019647-49019808;49018873-49019000;49017971-49018340
group0_FUT1_ENSG00000174951.12_ENST00000645652.2_chr19_cds_start48750187_cds_end48751281_inv_start47959660_inv_end50091195.phy.gz	ENST00000645652.2	FUT1	19	0	48750187	48751281	1095	48750187-48751281
group0_LHB_ENSG00000104826.15_ENST00000649238.3_chr19_cds_start49016071_cds_end49017081_inv_start47959660_inv_end50091195.phy.gz	ENST00000649238.3	LHB	19	0	49016071	49017081	423	49017067-49017081;49016547-49016714;49016071-49016310
group0_CARD8_ENSG00000105483.18_ENST00000651546.1_chr19_cds_start48211713_cds_end48241020_inv_start47959660_inv_end50091195.phy.gz	ENST00000651546.1	CARD8	19	0	48211713	48241020	1611	48240962-48241020;48238383-48238532;48234403-48234543;48232453-48232493;48231660-48231810;48230777-48231006;48230438-48230700;48221730-48221855;48218871-48219012;48215340-48215384;48211713-48211975
group0_ODAD1_ENSG00000105479.16_ENST00000674294.1_chr19_cds_start48296979_cds_end48320368_inv_start47959660_inv_end50091195.phy.gz	ENST00000674294.1	ODAD1	19	0	48296979	48320368	2121	48320299-48320368;48318713-48318812;48318387-48318576;48311994-48312116;48311553-48311666;48306256-48306323;48303953-48304140;48303650-48303784;48303013-48303095;48302694-48302862;48298177-48298340;48298000-48298097;48297590-48297668;48296979-48297518
group0_CGB7_ENSG00000196337.14_ENST00000684222.1_chr19_cds_start49054294_cds_end49055375_inv_start47959660_inv_end50091195.phy.gz	ENST00000684222.1	CGB7	19	0	49054294	49055375	495	49055361-49055375;49054841-49055008;49054294-49054605
group1_CA11_ENSG00000063180.9_ENST00000084798.9_chr19_cds_start48638122_cds_end48645632_inv_start47959660_inv_end50091195.phy.gz	ENST00000084798.9	CA11	19	1	48638122	48645632	984	48645566-48645632;48645403-48645477;48644427-48644569;48640095-48640280;48639788-48639883;48639549-48639621;48639305-48639459;48638888-48639053;48638122-48638144
group1_PPP1R15A_ENSG00000087074.9_ENST00000200453.6_chr19_cds_start48873234_cds_end48875970_inv_start47959660_inv_end50091195.phy.gz	ENST00000200453.6	PPP1R15A	19	1	48873234	48875970	2022	48873234-48874898;48875614-48875970
group1_SULT2B1_ENSG00000088002.12_ENST00000201586.7_chr19_cds_start48552253_cds_end48599403_inv_start47959660_inv_end50091195.phy.gz	ENST00000201586.7	SULT2B1	19	1	48552253	48599403	1095	48552253-48552323;48575941-48576083;48587229-48587437;48591609-48591735;48592722-48592816;48596739-48596919;48599135-48599403
group1_TULP2_ENSG00000104804.9_ENST00000221399.8_chr19_cds_start48881014_cds_end48897868_inv_start47959660_inv_end50091195.phy.gz	ENST00000221399.8	TULP2	19	1	48881014	48897868	1560	48897837-48897868;48897345-48897396;48896430-48896556;48895366-48895503;48894998-48895162;48889510-48889631;48887950-48888261;48885448-48885560;48883932-48884046;48883754-48883852;48882032-48882203;48881014-48881126
group1_DHDH_ENSG00000104808.8_ENST00000221403.7_chr19_cds_start48933722_cds_end48944930_inv_start47959660_inv_end50091195.phy.gz	ENST00000221403.7	DHDH	19	1	48933722	48944930	1002	48933722-48933811;48935000-48935111;48936032-48936195;48939449-48939701;48942440-48942564;48944357-48944507;48944824-48944930
group1_KCNA7_ENSG00000104848.2_ENST00000221444.2_chr19_cds_start49070066_cds_end49072585_inv_start47959660_inv_end50091195.phy.gz	ENST00000221444.2	KCNA7	19	1	49070066	49072585	1368	49072031-49072585;49070066-49070878
group1_LIN7B_ENSG00000104863.12_ENST00000221459.7_chr19_cds_start49114405_cds_end49118370_inv_start47959660_inv_end50091195.phy.gz	ENST00000221459.7	LIN7B	19	1	49114405	49118370	621	49114405-49114441;49114849-49114967;49115260-49115331;49116263-49116472;49117855-49118018;49118352-49118370
group1_FCGRT_ENSG00000104870.13_ENST00000221466.10_chr19_cds_start49513401_cds_end49526116_inv_start47959660_inv_end50091195.phy.gz	ENST00000221466.10	FCGRT	19	1	49513401	49526116	1095	49513401-49513473;49513882-49514133;49514211-49514486;49524507-49524776;49525457-49525573;49526010-49526116
group1_SLC17A7_ENSG00000104888.10_ENST00000221485.8_chr19_cds_start49430522_cds_end49441379_inv_start47959660_inv_end50091195.phy.gz	ENST00000221485.8	SLC17A7	19	1	49430522	49441379	1680	49441318-49441379;49436549-49436801;49435168-49435286;49434768-49434882;49434602-49434689;49433960-49434046;49433726-49433868;49432811-49432960;49432519-49432651;49431338-49431448;49431015-49431142;49430522-49430812
group1_DKKL1_ENSG00000104901.7_ENST00000221498.7_chr19_cds_start49363999_cds_end49375025_inv_start47959660_inv_end50091195.phy.gz	ENST00000221498.7	DKKL1	19	1	49363999	49375025	726	49363999-49364008;49364582-49364754;49365509-49365649;49365793-49365885;49374717-49375025
group1_TBC1D17_ENSG00000104946.14_ENST00000221543.10_chr19_cds_start49877724_cds_end49888621_inv_start47959660_inv_end50091195.phy.gz	ENST00000221543.10	TBC1D17	19	1	49877724	49888621	1944	49877724-49877744;49878143-49878241;49878498-49878572;49880279-49880402;49881268-49881475;49882041-49882152;49882242-49882400;49882764-49882892;49882973-49883076;49883651-49883745;49884253-49884369;49884459-49884559;49884659-49884758;49887476-49887573;49887718-49887834;49888231-49888317;49888424-49888621
group1_DBP_ENSG00000105516.11_ENST00000222122.10_chr19_cds_start48630840_cds_end48636994_inv_start47959660_inv_end50091195.phy.gz	ENST00000222122.10	DBP	19	1	48630840	48636994	975	48636856-48636994;48635580-48635990;48633444-48633655;48630840-48631052
group1_RASIP1_ENSG00000105538.10_ENST00000222145.9_chr19_cds_start48720801_cds_end48740282_inv_start47959660_inv_end50091195.phy.gz	ENST00000222145.9	RASIP1	19	1	48720801	48740282	2889	48740146-48740282;48738960-48739645;48735196-48735551;48728937-48729590;48727393-48727430;48727007-48727158;48726785-48726888;48724717-48724960;48724337-48724509;48721854-48722001;48720801-48720997
