dataset	consensus	consensus_label	phy_group	group_label	filename	gene_name	gene_id	transcript_id	chr	cds_start	cds_end	inv_start	inv_end	n_sites	n_sequences	n_pairs	n_identical_pairs	prop_identical_pairs	inv_exact_match
CDS	1	Recurrent	1	Inverted	group1_DEFB108C_ENSG00000215371.3_ENST00000400154.2_chr8_cds_start7373114_cds_end7377497_inv_start7301024_inv_end12598379.phy	DEFB108C	ENSG00000215371.3	ENST00000400154.2	8	7373114	7377497	7301024	12598379	249	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB109B_ENSG00000206034.2_ENST00000382656.2_chr8_cds_start7312846_cds_end7319948_inv_start7301024_inv_end12598379.phy	DEFB109B	ENSG00000206034.2	ENST00000382656.2	8	7312846	7319948	7301024	12598379	261	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB109C_ENSG00000205989.2_ENST00000382575.2_chr8_cds_start7990418_cds_end7997521_inv_start7301024_inv_end12598379.phy	DEFB109C	ENSG00000205989.2	ENST00000382575.2	8	7990418	7997521	7301024	12598379	261	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB130A_ENSG00000232948.1_ENST00000400079.1_chr8_cds_start12310965_cds_end12318316_inv_start7301024_inv_end12598379.phy	DEFB130A	ENSG00000232948.1	ENST00000400079.1	8	12310965	12318316	7301024	12598379	237	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB130B_ENSG00000233050.1_ENST00000437818.1_chr8_cds_start12064392_cds_end12071747_inv_start7301024_inv_end12598379.phy	DEFB130B	ENSG00000233050.1	ENST00000437818.1	8	12064392	12071747	7301024	12598379	237	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB134_ENSG00000205882.9_ENST00000382205.6_chr8_cds_start11993983_cds_end11996251_inv_start7301024_inv_end12598379.phy	DEFB134	ENSG00000205882.9	ENST00000382205.6	8	11993983	11996251	7301024	12598379	198	41	820	780	0.951220	1
CDS	1	Recurrent	1	Inverted	group1_DEFB135_ENSG00000205883.3_ENST00000382208.3_chr8_cds_start11982321_cds_end11984587_inv_start7301024_inv_end12598379.phy	DEFB135	ENSG00000205883.3	ENST00000382208.3	8	11982321	11984587	7301024	12598379	231	41	820	706	0.860976	1
CDS	1	Recurrent	1	Inverted	group1_DEFB136_ENSG00000205884.2_ENST00000382209.2_chr8_cds_start11973940_cds_end11974599_inv_start7301024_inv_end12598379.phy	DEFB136	ENSG00000205884.2	ENST00000382209.2	8	11973940	11974599	7301024	12598379	234	41	820	362	0.441463	1
CDS	1	Recurrent	1	Inverted	group1_DEFB4A_ENSG00000171711.3_ENST00000302247.3_chr8_cds_start7894713_cds_end7896607_inv_start7301024_inv_end12598379.phy	DEFB4A	ENSG00000171711.3	ENST00000302247.3	8	7894713	7896607	7301024	12598379	192	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB4B_ENSG00000177257.3_ENST00000318157.3_chr8_cds_start7414964_cds_end7416827_inv_start7301024_inv_end12598379.phy	DEFB4B	ENSG00000177257.3	ENST00000318157.3	8	7414964	7416827	7301024	12598379	192	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DNAJC30_ENSG00000176410.8_ENST00000395176.3_chr7_cds_start73682746_cds_end73683423_inv_start73113989_inv_end74799029.phy	DNAJC30	ENSG00000176410.8	ENST00000395176.3	7	73682746	73683423	73113989	74799029	678	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_EIF2AK1_ENSG00000086232.13_ENST00000199389.11_chr7_cds_start6024676_cds_end6059083_inv_start5989046_inv_end6735643.phy	EIF2AK1	ENSG00000086232.13	ENST00000199389.11	7	6024676	6059083	5989046	6735643	1890	9	36	15	0.416667	1
CDS	1	Recurrent	1	Inverted	group1_EIF4H_ENSG00000106682.16_ENST00000265753.13_chr7_cds_start74174384_cds_end74195305_inv_start73113989_inv_end74799029.phy	EIF4H	ENSG00000106682.16	ENST00000265753.13	7	74174384	74195305	73113989	74799029	744	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_ELN_ENSG00000049540.19_ENST00000252034.12_chr7_cds_start74028188_cds_end74068697_inv_start73113989_inv_end74799029.phy	ELN	ENSG00000049540.19	ENST00000252034.12	7	74028188	74068697	73113989	74799029	2172	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_EMD_ENSG00000102119.12_ENST00000369842.9_chrX_cds_start154379485_cds_end154381194_inv_start154347246_inv_end154384867.phy	EMD	ENSG00000102119.12	ENST00000369842.9	X	154379485	154381194	154347246	154384867	762	21	210	210	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_ENSG00000289346_ENSG00000289346.1_ENST00000625377.3_chr7_cds_start74796665_cds_end74836378_inv_start73113989_inv_end74799029.phy	ENSG00000289346	ENSG00000289346.1	ENST00000625377.3	7	74796665	74836378	73113989	74799029	2847	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_ERI1_ENSG00000104626.15_ENST00000250263.8_chr8_cds_start9003064_cds_end9030031_inv_start7301024_inv_end12598379.phy	ERI1	ENSG00000104626.15	ENST00000250263.8	8	9003064	9030031	7301024	12598379	1047	41	820	319	0.389024	1
CDS	1	Recurrent	1	Inverted	group1_FAM167A_ENSG00000154319.16_ENST00000284486.9_chr8_cds_start11424376_cds_end11444411_inv_start7301024_inv_end12598379.phy	FAM167A	ENSG00000154319.16	ENST00000284486.9	8	11424376	11444411	7301024	12598379	642	41	820	443	0.540244	1
CDS	1	Recurrent	1	Inverted	group1_FAM220A_ENSG00000178397.13_ENST00000313324.9_chr7_cds_start6330378_cds_end6331154_inv_start5989046_inv_end6735643.phy	FAM220A	ENSG00000178397.13	ENST00000313324.9	7	6330378	6331154	5989046	6735643	777	9	36	13	0.361111	1
CDS	1	Recurrent	1	Inverted	group1_FAM86B1_ENSG00000186523.15_ENST00000448228.7_chr8_cds_start12183609_cds_end12194070_inv_start7301024_inv_end12598379.phy	FAM86B1	ENSG00000186523.15	ENST00000448228.7	8	12183609	12194070	7301024	12598379	888	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM86B2_ENSG00000145002.13_ENST00000262365.9_chr8_cds_start12425892_cds_end12436343_inv_start7301024_inv_end12598379.phy	FAM86B2	ENSG00000145002.13	ENST00000262365.9	8	12425892	12436343	7301024	12598379	990	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A10_ENSG00000285950.1_ENST00000533716.2_chr8_cds_start7768977_cds_end7771985_inv_start7301024_inv_end12598379.phy	FAM90A10	ENSG00000285950.1	ENST00000533716.2	8	7768977	7771985	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A11_ENSG00000233115.5_ENST00000518378.2_chr8_cds_start8012345_cds_end8015352_inv_start7301024_inv_end12598379.phy	FAM90A11	ENSG00000233115.5	ENST00000518378.2	8	8012345	8015352	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A12_ENSG00000254229.4_ENST00000519497.3_chr8_cds_start8027639_cds_end8030646_inv_start7301024_inv_end12598379.phy	FAM90A12	ENSG00000254229.4	ENST00000519497.3	8	8027639	8030646	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A14_ENSG00000285814.1_ENST00000648315.1_chr8_cds_start7715443_cds_end7718450_inv_start7301024_inv_end12598379.phy	FAM90A14	ENSG00000285814.1	ENST00000648315.1	8	7715443	7718450	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A16_ENSG00000285620.1_ENST00000648174.1_chr8_cds_start7730739_cds_end7733746_inv_start7301024_inv_end12598379.phy	FAM90A16	ENSG00000285620.1	ENST00000648174.1	8	7730739	7733746	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A17_ENSG00000285720.1_ENST00000650426.1_chr8_cds_start7746034_cds_end7749041_inv_start7301024_inv_end12598379.phy	FAM90A17	ENSG00000285720.1	ENST00000650426.1	8	7746034	7749041	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A18_ENSG00000285913.1_ENST00000647769.1_chr8_cds_start7723091_cds_end7726098_inv_start7301024_inv_end12598379.phy	FAM90A18	ENSG00000285913.1	ENST00000647769.1	8	7723091	7726098	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A19_ENSG00000285657.1_ENST00000647903.1_chr8_cds_start7753682_cds_end7756689_inv_start7301024_inv_end12598379.phy	FAM90A19	ENSG00000285657.1	ENST00000647903.1	8	7753682	7756689	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A22_ENSG00000285687.1_ENST00000648590.1_chr8_cds_start7571998_cds_end7575006_inv_start7301024_inv_end12598379.phy	FAM90A22	ENSG00000285687.1	ENST00000648590.1	8	7571998	7575006	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A23_ENSG00000285765.1_ENST00000648435.1_chr8_cds_start7579647_cds_end7582653_inv_start7301024_inv_end12598379.phy	FAM90A23	ENSG00000285765.1	ENST00000648435.1	8	7579647	7582653	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A24_ENSG00000215354.10_ENST00000520792.6_chr8_cds_start8019991_cds_end8022998_inv_start7301024_inv_end12598379.phy	FAM90A24	ENSG00000215354.10	ENST00000520792.6	8	8019991	8022998	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A7_ENSG00000285975.1_ENST00000650288.1_chr8_cds_start7556703_cds_end7559712_inv_start7301024_inv_end12598379.phy	FAM90A7	ENSG00000285975.1	ENST00000650288.1	8	7556703	7559712	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A8_ENSG00000285937.1_ENST00000647775.1_chr8_cds_start7738387_cds_end7741393_inv_start7301024_inv_end12598379.phy	FAM90A8	ENSG00000285937.1	ENST00000647775.1	8	7738387	7741393	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAM90A9_ENSG00000285607.1_ENST00000648344.1_chr8_cds_start7761330_cds_end7764337_inv_start7301024_inv_end12598379.phy	FAM90A9	ENSG00000285607.1	ENST00000648344.1	8	7761330	7764337	7301024	12598379	1392	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FAN1_ENSG00000198690.10_ENST00000362065.9_chr15_cds_start30904664_cds_end30937253_inv_start30618103_inv_end32153204.phy	FAN1	ENSG00000198690.10	ENST00000362065.9	15	30904664	30937253	30618103	32153204	3051	10	45	28	0.622222	1
CDS	1	Recurrent	1	Inverted	group1_FDFT1_ENSG00000079459.14_ENST00000220584.9_chr8_cds_start11802833_cds_end11838606_inv_start7301024_inv_end12598379.phy	FDFT1	ENSG00000079459.14	ENST00000220584.9	8	11802833	11838606	7301024	12598379	1251	41	820	344	0.419512	1
CDS	1	Recurrent	1	Inverted	group1_FKBP6_ENSG00000077800.13_ENST00000252037.5_chr7_cds_start73328429_cds_end73342894_inv_start73113989_inv_end74799029.phy	FKBP6	ENSG00000077800.13	ENST00000252037.5	7	73328429	73342894	73113989	74799029	981	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_FLNA_ENSG00000196924.19_ENST00000369850.10_chrX_cds_start154348852_cds_end154371245_inv_start154347246_inv_end154384867.phy	FLNA	ENSG00000196924.19	ENST00000369850.10	X	154348852	154371245	154347246	154384867	7941	21	210	57	0.271429	1
CDS	1	Recurrent	1	Inverted	group1_FZD9_ENSG00000188763.5_ENST00000344575.5_chr7_cds_start73434008_cds_end73435780_inv_start73113989_inv_end74799029.phy	FZD9	ENSG00000188763.5	ENST00000344575.5	7	73434008	73435780	73113989	74799029	1773	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_GATA4_ENSG00000136574.19_ENST00000532059.6_chr8_cds_start11708313_cds_end11758472_inv_start7301024_inv_end12598379.phy	GATA4	ENSG00000136574.19	ENST00000532059.6	8	11708313	11758472	7301024	12598379	1329	41	820	502	0.612195	1
CDS	1	Recurrent	1	Inverted	group1_GDF10_ENSG00000266524.3_ENST00000580279.2_chr10_cds_start47300652_cds_end47312789_inv_start46983451_inv_end47468232.phy	GDF10	ENSG00000266524.3	ENST00000580279.2	10	47300652	47312789	46983451	47468232	1434	7	21	15	0.714286	1
CDS	1	Recurrent	1	Inverted	group1_GDF2_ENSG00000263761.3_ENST00000581492.3_chr10_cds_start47322669_cds_end47325781_inv_start46983451_inv_end47468232.phy	GDF2	ENSG00000263761.3	ENST00000581492.3	10	47322669	47325781	46983451	47468232	1287	7	21	21	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_GRID2IP_ENSG00000215045.9_ENST00000457091.3_chr7_cds_start6497777_cds_end6551436_inv_start5989046_inv_end6735643.phy	GRID2IP	ENSG00000215045.9	ENST00000457091.3	7	6497777	6551436	5989046	6735643	3633	9	36	9	0.250000	1
CDS	1	Recurrent	1	Inverted	group1_GTF2IRD1_ENSG00000006704.11_ENST00000424337.7_chr7_cds_start74508081_cds_end74602430_inv_start73113989_inv_end74799029.phy	GTF2IRD1	ENSG00000006704.11	ENST00000424337.7	7	74508081	74602430	73113989	74799029	2832	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_GTF2I_ENSG00000263001.8_ENST00000573035.6_chr7_cds_start74689129_cds_end74758835_inv_start73113989_inv_end74799029.phy	GTF2I	ENSG00000263001.8	ENST00000573035.6	7	74689129	74758835	73113989	74799029	2994	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_H2BW1_ENSG00000123569.10_ENST00000217926.7_chrX_cds_start104012715_cds_end104013576_inv_start103989434_inv_end104049428.phy	H2BW1	ENSG00000123569.10	ENST00000217926.7	X	104012715	104013576	103989434	104049428	441	28	378	246	0.650794	1
CDS	1	Recurrent	1	Inverted	group1_H2BW2_ENSG00000101812.15_ENST00000675318.3_chrX_cds_start104039995_cds_end104040861_inv_start103989434_inv_end104049428.phy	H2BW2	ENSG00000101812.15	ENST00000675318.3	X	104039995	104040861	103989434	104049428	444	18	153	153	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_IL27_ENSG00000197272.2_ENST00000356897.1_chr16_cds_start28499654_cds_end28506811_inv_start28471892_inv_end28637651.phy	IL27	ENSG00000197272.2	ENST00000356897.1	16	28499654	28506811	28471892	28637651	729	30	435	435	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_INTS15_ENSG00000146576.13_ENST00000344417.10_chr7_cds_start6590284_cds_end6608158_inv_start5989046_inv_end6735643.phy	INTS15	ENSG00000146576.13	ENST00000344417.10	7	6590284	6608158	5989046	6735643	1347	9	36	22	0.611111	1
CDS	1	Recurrent	1	Inverted	group1_KDELR2_ENSG00000136240.10_ENST00000258739.9_chr7_cds_start6463144_cds_end6484057_inv_start5989046_inv_end6735643.phy	KDELR2	ENSG00000136240.10	ENST00000258739.9	7	6463144	6484057	5989046	6735643	636	9	36	36	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_KLF13_ENSG00000169926.11_ENST00000307145.4_chr15_cds_start31327213_cds_end31372296_inv_start30618103_inv_end32153204.phy	KLF13	ENSG00000169926.11	ENST00000307145.4	15	31327213	31372296	30618103	32153204	864	10	45	45	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_LAT2_ENSG00000086730.17_ENST00000460943.6_chr7_cds_start74215976_cds_end74224739_inv_start73113989_inv_end74799029.phy	LAT2	ENSG00000086730.17	ENST00000460943.6	7	74215976	74224739	73113989	74799029	729	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_LIMK1_ENSG00000106683.15_ENST00000336180.7_chr7_cds_start74083991_cds_end74121298_inv_start73113989_inv_end74799029.phy	LIMK1	ENSG00000106683.15	ENST00000336180.7	7	74083991	74121298	73113989	74799029	1941	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_MAGEA11_ENSG00000185247.15_ENST00000355220.6_chrX_cds_start149713160_cds_end149716773_inv_start149681035_inv_end149722249.phy	MAGEA11	ENSG00000185247.15	ENST00000355220.6	X	149713160	149716773	149681035	149722249	1287	30	435	231	0.531034	1
CDS	1	Recurrent	1	Inverted	group1_MAGEA12_ENSG00000213401.10_ENST00000393869.8_chrX_cds_start152736162_cds_end152737103_inv_start152729753_inv_end152738707.phy	MAGEA12	ENSG00000213401.10	ENST00000393869.8	X	152736162	152737103	152729753	152738707	942	24	276	253	0.916667	1
CDS	1	Recurrent	1	Inverted	group1_MAGEA1_ENSG00000198681.7_ENST00000356661.7_chrX_cds_start153182390_cds_end153183316_inv_start153149748_inv_end153250226.phy	MAGEA1	ENSG00000198681.7	ENST00000356661.7	X	153182390	153183316	153149748	153250226	927	27	351	157	0.447293	1
CDS	1	Recurrent	1	Inverted	group1_METTL27_ENSG00000165171.11_ENST00000297873.9_chr7_cds_start73834746_cds_end73842140_inv_start73113989_inv_end74799029.phy	METTL27	ENSG00000165171.11	ENST00000297873.9	7	73834746	73842140	73113989	74799029	735	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_MFHAS1_ENSG00000147324.11_ENST00000276282.7_chr8_cds_start8786025_cds_end8893058_inv_start7301024_inv_end12598379.phy	MFHAS1	ENSG00000147324.11	ENST00000276282.7	8	8786025	8893058	7301024	12598379	3156	41	820	284	0.346341	1
CDS	1	Recurrent	1	Inverted	group1_MLXIPL_ENSG00000009950.16_ENST00000313375.8_chr7_cds_start73593868_cds_end73624492_inv_start73113989_inv_end74799029.phy	MLXIPL	ENSG00000009950.16	ENST00000313375.8	7	73593868	73624492	73113989	74799029	2556	3	3	0	0.000000	1
CDS	1	Recurrent	1	Inverted	group1_MSRA_ENSG00000175806.15_ENST00000317173.9_chr8_cds_start10054517_cds_end10428309_inv_start7301024_inv_end12598379.phy	MSRA	ENSG00000175806.15	ENST00000317173.9	8	10054517	10428309	7301024	12598379	705	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_MTMR10_ENSG00000166912.17_ENST00000435680.6_chr15_cds_start30941473_cds_end30991506_inv_start30618103_inv_end32153204.phy	MTMR10	ENSG00000166912.17	ENST00000435680.6	15	30941473	30991506	30618103	32153204	2331	10	45	21	0.466667	1
CDS	1	Recurrent	1	Inverted	group1_MTMR9_ENSG00000104643.10_ENST00000221086.8_chr8_cds_start11284889_cds_end11322785_inv_start7301024_inv_end12598379.phy	MTMR9	ENSG00000104643.10	ENST00000221086.8	8	11284889	11322785	7301024	12598379	1647	41	820	571	0.696341	1
CDS	1	Recurrent	1	Inverted	group1_MUC4_ENSG00000145113.22_ENST00000463781.8_chr3_cds_start195747179_cds_end195811817_inv_start195692124_inv_end195956606.phy	MUC4	ENSG00000145113.22	ENST00000463781.8	3	195747179	195811817	195692124	195956606	16236	22	231	13	0.056277	0
CDS	1	Recurrent	1	Inverted	group1_NCF1_ENSG00000158517.16_ENST00000289473.11_chr7_cds_start74774032_cds_end74789157_inv_start73113989_inv_end74799029.phy	NCF1	ENSG00000158517.16	ENST00000289473.11	7	74774032	74789157	73113989	74799029	1170	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_NEIL2_ENSG00000154328.16_ENST00000284503.7_chr8_cds_start11771448_cds_end11786270_inv_start7301024_inv_end12598379.phy	NEIL2	ENSG00000154328.16	ENST00000284503.7	8	11771448	11786270	7301024	12598379	996	41	820	368	0.448780	1
CDS	1	Recurrent	1	Inverted	group1_NSUN5_ENSG00000130305.17_ENST00000438747.7_chr7_cds_start73303418_cds_end73308790_inv_start73113989_inv_end74799029.phy	NSUN5	ENSG00000130305.17	ENST00000438747.7	7	73303418	73308790	73113989	74799029	1398	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_NTAN1_ENSG00000157045.9_ENST00000287706.8_chr16_cds_start15038034_cds_end15055971_inv_start14954790_inv_end15100859.phy	NTAN1	ENSG00000157045.9	ENST00000287706.8	16	15038034	15055971	14954790	15100859	930	58	1653	826	0.499698	1
CDS	1	Recurrent	1	Inverted	group1_NUPR1_ENSG00000176046.9_ENST00000324873.8_chr16_cds_start28538022_cds_end28538907_inv_start28471892_inv_end28637651.phy	NUPR1	ENSG00000176046.9	ENST00000324873.8	16	28538022	28538907	28471892	28637651	246	30	435	435	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_OTUD7A_ENSG00000169918.10_ENST00000307050.6_chr15_cds_start31483297_cds_end31655246_inv_start30618103_inv_end32153204.phy	OTUD7A	ENSG00000169918.10	ENST00000307050.6	15	31483297	31655246	30618103	32153204	2799	10	45	36	0.800000	1
CDS	1	Recurrent	1	Inverted	group1_PABPC1L2B_ENSG00000184388.6_ENST00000373521.4_chrX_cds_start73003643_cds_end73004242_inv_start72997772_inv_end73077479.phy	PABPC1L2B	ENSG00000184388.6	ENST00000373521.4	X	73003643	73004242	72997772	73077479	600	8	28	28	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_PDXDC1_ENSG00000179889.21_ENST00000396410.9_chr16_cds_start14975200_cds_end15036272_inv_start14907775_inv_end15028479.phy	PDXDC1	ENSG00000179889.21	ENST00000396410.9	16	14975200	15036272	14907775	15028479	2364	14	91	35	0.384615	0
CDS	1	Recurrent	1	Inverted	group1_PINX1_ENSG00000258724.1_ENST00000554914.1_chr8_cds_start10725741_cds_end10839756_inv_start7301024_inv_end12598379.phy	PINX1	ENSG00000258724.1	ENST00000554914.1	8	10725741	10839756	7301024	12598379	1320	41	820	162	0.197561	1
CDS	1	Recurrent	1	Inverted	group1_PMS2_ENSG00000122512.17_ENST00000265849.12_chr7_cds_start5973402_cds_end6009019_inv_start5989046_inv_end6735643.phy	PMS2	ENSG00000122512.17	ENST00000265849.12	7	5973402	6009019	5989046	6735643	2586	9	36	36	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_PPP1R3B_ENSG00000173281.5_ENST00000310455.4_chr8_cds_start9140797_cds_end9141651_inv_start7301024_inv_end12598379.phy	PPP1R3B	ENSG00000173281.5	ENST00000310455.4	8	9140797	9141651	7301024	12598379	855	41	820	669	0.815854	1
CDS	1	Recurrent	1	Inverted	group1_PRAG1_ENSG00000275342.6_ENST00000615670.5_chr8_cds_start8318157_cds_end8381747_inv_start7301024_inv_end12598379.phy	PRAG1	ENSG00000275342.6	ENST00000615670.5	8	8318157	8381747	7301024	12598379	4218	41	820	113	0.137805	1
CDS	1	Recurrent	1	Inverted	group1_PRR23D1_ENSG00000255251.2_ENST00000533250.2_chr8_cds_start7539805_cds_end7541877_inv_start7301024_inv_end12598379.phy	PRR23D1	ENSG00000255251.2	ENST00000533250.2	8	7539805	7541877	7301024	12598379	837	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_PRR23D2_ENSG00000255378.1_ENST00000528972.1_chr8_cds_start7779164_cds_end7781236_inv_start7301024_inv_end12598379.phy	PRR23D2	ENSG00000255378.1	ENST00000528972.1	8	7779164	7781236	7301024	12598379	837	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_PRSS51_ENSG00000253649.6_ENST00000647727.1_chr8_cds_start10496329_cds_end10517954_inv_start7301024_inv_end12598379.phy	PRSS51	ENSG00000253649.6	ENST00000647727.1	8	10496329	10517954	7301024	12598379	795	41	820	201	0.245122	1
CDS	1	Recurrent	1	Inverted	group1_PRSS55_ENSG00000184647.11_ENST00000328655.8_chr8_cds_start10525586_cds_end10538790_inv_start7301024_inv_end12598379.phy	PRSS55	ENSG00000184647.11	ENST00000328655.8	8	10525586	10538790	7301024	12598379	1056	41	820	144	0.175610	1
CDS	1	Recurrent	1	Inverted	group1_PTPN20_ENSG00000204179.11_ENST00000374339.5_chr10_cds_start46932500_cds_end47000738_inv_start46983451_inv_end47468232.phy	PTPN20	ENSG00000204179.11	ENST00000374339.5	10	46932500	47000738	46983451	47468232	1260	7	21	21	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_RAC1_ENSG00000136238.20_ENST00000348035.9_chr7_cds_start6374736_cds_end6402443_inv_start5989046_inv_end6735643.phy	RAC1	ENSG00000136238.20	ENST00000348035.9	7	6374736	6402443	5989046	6735643	576	9	36	36	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_RBP3_ENSG00000265203.2_ENST00000584701.2_chr10_cds_start47348485_cds_end47357454_inv_start46983451_inv_end47468232.phy	RBP3	ENSG00000265203.2	ENST00000584701.2	10	47348485	47357454	46983451	47468232	3741	7	21	10	0.476190	1
CDS	1	Recurrent	1	Inverted	group1_RCC1L_ENSG00000274523.5_ENST00000610322.5_chr7_cds_start75043035_cds_end75073737_inv_start74869950_inv_end75058098.phy	RCC1L	ENSG00000274523.5	ENST00000610322.5	7	75043035	75073737	74869950	75058098	1392	8	28	28	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_RFC2_ENSG00000049541.11_ENST00000055077.8_chr7_cds_start74232109_cds_end74254383_inv_start73113989_inv_end74799029.phy	RFC2	ENSG00000049541.11	ENST00000055077.8	7	74232109	74254383	73113989	74799029	1062	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_RP1L1_ENSG00000183638.6_ENST00000382483.4_chr8_cds_start10606898_cds_end10623201_inv_start7301024_inv_end12598379.phy	RP1L1	ENSG00000183638.6	ENST00000382483.4	8	10606898	10623201	7301024	12598379	7200	41	820	80	0.097561	1
CDS	1	Recurrent	1	Inverted	group1_RRN3_ENSG00000085721.13_ENST00000198767.11_chr16_cds_start15061747_cds_end15094233_inv_start14954790_inv_end15100859.phy	RRN3	ENSG00000085721.13	ENST00000198767.11	16	15061747	15094233	14954790	15100859	1953	58	1653	1232	0.745312	1
CDS	1	Recurrent	1	Inverted	group1_SGF29_ENSG00000176476.9_ENST00000317058.8_chr16_cds_start28581070_cds_end28591703_inv_start28471892_inv_end28637651.phy	SGF29	ENSG00000176476.9	ENST00000317058.8	16	28581070	28591703	28471892	28637651	879	30	435	435	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_SLC35G5_ENSG00000177710.6_ENST00000382435.5_chr8_cds_start11331107_cds_end11332120_inv_start7301024_inv_end12598379.phy	SLC35G5	ENSG00000177710.6	ENST00000382435.5	8	11331107	11332120	7301024	12598379	1014	41	820	170	0.207317	1
CDS	1	Recurrent	1	Inverted	group1_SMIM10L3_ENSG00000286075.3_ENST00000578372.2_chr7_cds_start6331218_cds_end6348758_inv_start5989046_inv_end6735643.phy	SMIM10L3	ENSG00000286075.3	ENST00000578372.2	7	6331218	6348758	5989046	6735643	204	9	36	36	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_SOX7_ENSG00000171056.8_ENST00000304501.2_chr8_cds_start10725741_cds_end10730433_inv_start7301024_inv_end12598379.phy	SOX7	ENSG00000171056.8	ENST00000304501.2	8	10725741	10730433	7301024	12598379	1164	41	820	325	0.396341	1
CDS	1	Recurrent	1	Inverted	group1_SPAG11A_ENSG00000178287.18_ENST00000642566.2_chr8_cds_start7848047_cds_end7860830_inv_start7301024_inv_end12598379.phy	SPAG11A	ENSG00000178287.18	ENST00000642566.2	8	7848047	7860830	7301024	12598379	399	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_SPAG11B_ENSG00000164871.18_ENST00000398462.7_chr8_cds_start7450716_cds_end7463503_inv_start7301024_inv_end12598379.phy	SPAG11B	ENSG00000164871.18	ENST00000398462.7	8	7450716	7463503	7301024	12598379	399	41	820	820	1.000000	1
