inv_id	chrom	start	end	orig_id	recurrence_class	sources	ancestral_orientation	derived_orientation	flip_ref_polarity	confidence	n_outgroups_informative	n_support_ref_ancestral	n_support_ref_derived	outgroup_discordant	orient_chimp	orient_gorilla	orient_orangutan	orient_macaque	evidence	inv_af_ref	derived_af	minor_is_derived	strandseq_flip	strandseq_confidence	strandseq_source	evidence_tier	t2t_ape_flip	t2t_ape_confidence
chr2:108527821-109733036	chr2	108527821	109733036	chr2-108527822-INV-1205216	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.02	0.98	True		recurrent	strandseq_parsimony	gold_t2t_apes	1	high
chr2:110095177-110276210	chr2	110095177	110276210	chr2-110095179-INV-181032	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.64	0.36	False	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr2:123021127-123054324	chr2	123021127	123054324	chr2-123021128-INV-33198	unknown	callset	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr2:130138212-131200602	chr2	130138212	131200602	chr2-130138213-INV-1062391	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.02	0.98	True	1	high	strandseq_parsimony	gold_t2t_apes	1	high
chr2:130138212-131530534	chr2	130138212	131530534	chr2-130138213-INV-1392323	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.02	0.98	True		recurrent	strandseq_parsimony	gold_t2t_apes	1	high
chr2:138247429-138251774	chr2	138247429	138251774	chr2-138246733-INV-5010	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.73	0.27	False	1	high	strandseq_parsimony	gold_strandseq	1	low
chr2:183704450-183711952	chr2	183704450	183711952	chr2-183704404-INV-1901	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr2:215962718-215963440	chr2	215962718	215963440	chr2-215962719-INV-722	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.11	0.11	True				synteny		
chr2:222149224-222149582	chr2	222149224	222149582	chr2-222147677-INV-3251	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny		
chr2:236356880-236358489	chr2	236356880	236358489	chr2-236356297-INV-2677	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.07	0.07	True				synteny		
chr2:240685789-240688966	chr2	240685789	240688966	chr2-240674170-INV-26389	unknown	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.36	0.36	True				synteny	1	low
chr20:10807797-10808434	chr20	10807797	10808434	chr20-10807400-INV-1454	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.41	0.59	False				synteny		
chr20:24397726-24406144	chr20	24397726	24406144	chr20-24397727-INV-8419	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny		
chr20:25846148-26009643	chr20	25846148	26009643	chr20-25846149-INV-163496	unknown	callset;inv_properties	direct	inverted	0	moderate	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.17	0.17	True				recurrent_t2t_apes	1	recurrent
chr20:28495291-28508286	chr20	28495291	28508286	chr20-28495292-INV-12996	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.87	0.87	False				synteny		
chr20:28556077-29204924	chr20	28556077	29204924	chr20-28556078-INV-648848	unknown	callset	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	NA	NA	NA				synteny		
chr20:28751288-28752630	chr20	28751288	28752630	chr20-28751289-INV-1342	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.5	0.5	NA				synteny		
chr20:29257746-29419750	chr20	29257746	29419750	chr20-29257747-INV-162005	single-event	callset;inv_properties	direct	inverted	0	moderate	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.01	0.01	True				synteny		
chr20:29882887-30428283	chr20	29882887	30428283	chr20-29882888-INV-545397	unknown	callset	direct	inverted	0	moderate	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr20:30811898-30910599	chr20	30811898	30910599	chr20-30811899-INV-98701	unknown	callset	direct	inverted	0	moderate	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	NA	NA	NA				synteny		
chr20:36967669-36997060	chr20	36967669	36997060	chr20-36964179-INV-18041	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr20:47841016-47888238	chr20	47841016	47888238	chr20-47827034-INV-77611	single-event	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.01	0.99	True	1	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr21:13205437-13221054	chr21	13205437	13221054	chr21-13205468-INV-15566	unknown	callset;inv_properties	inverted	direct	1	high	4	1	3	1	inverted	collinear	inverted	inverted	discordant[0.75]:chimp-,gorilla+,orangutan-,macaque-	0.05	0.95	False				synteny		
chr21:13987773-14056796	chr21	13987773	14056796	chr21-13992018-INV-65632	single-event	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.03	0.03	True				synteny		
chr21:19877734-20070170	chr21	19877734	20070170	chr21-19877735-INV-192437	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny	1	low
chr21:26001836-26002391	chr21	26001836	26002391	chr21-26001839-INV-547	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.8	0.2	True				synteny	1	low
chr21:26648368-26649407	chr21	26648368	26649407	chr21-26648370-INV-1039	unknown	callset;inv_properties	direct	inverted	0	high	3	3	0	0	NA	collinear	collinear	collinear	congruent[1.00]:gorilla+,orangutan+,macaque+	0.57	0.57	False				synteny	1	low
chr21:40028842-40033181	chr21	40028842	40033181	chr21-40023239-INV-15445	unknown	callset	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	NA	NA	NA	1	high	strandseq_parsimony	gold_strandseq		
chr21:43821742-43835116	chr21	43821742	43835116	chr21-43821743-INV-13374	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny		
chr22:11547667-12225587	chr22	11547667	12225587	chr22-11547668-INV-677921	unknown	callset	direct	inverted	0	low	4	2	2	1	collinear	inverted	inverted	collinear	discordant[0.50]:chimp+,gorilla-,orangutan-,macaque+	NA	NA	NA				synteny		
chr22:12636517-12815682	chr22	12636517	12815682	chr22-12636518-INV-179166	unknown	callset	direct	inverted	0	moderate	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny	1	low
chr22:15576909-15904656	chr22	15576909	15904656	chr22-15576910-INV-327748	unknown	callset	inverted	direct	1	low	4	2	2	1	collinear	collinear	inverted	inverted	discordant[0.50]:chimp+,gorilla+,orangutan-,macaque-	NA	NA	NA				synteny		
chr22:21201771-21280466	chr22	21201771	21280466	chr22-21201772-INV-78695	unknown	callset;inv_properties	inverted	direct	1	high	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.03	0.97	True				gold_t2t_apes	1	high
chr22:21443089-21491761	chr22	21443089	21491761	chr22-21442678-INV-15944	unknown	callset;inv_properties	inverted	direct	1	high	4	1	3	1	inverted	collinear	inverted	inverted	discordant[0.75]:chimp-,gorilla+,orangutan-,macaque-	0.67	0.33	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr22:23969582-23971740	chr22	23969582	23971740	chr22-23968095-INV-5062	unknown	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.17	0.83	True	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr3:26316193-26317447	chr3	26316193	26317447	chr3-26315757-INV-2108	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.97	True	0	low	strandseq_parsimony	gold_t2t_apes	1	high
chr3:28417060-28417483	chr3	28417060	28417483	chr3-28414484-INV-5621	unknown	callset;inv_properties	inverted	direct	1	high	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.15	0.85	True	0	low	strandseq_parsimony	gold_t2t_apes	1	high
chr3:44699775-44700555	chr3	44699775	44700555	chr3-44699503-INV-1291	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	0	low	strandseq_parsimony	synteny		
chr3:75454477-75455715	chr3	75454477	75455715	chr3-75454478-INV-1238	single-event	callset;inv_properties	inverted	direct	1	high	4	3	1	1	collinear	inverted	collinear	collinear	discordant[0.75]:chimp+,gorilla-,orangutan+,macaque+	0.03	0.97	True				gold_t2t_apes	1	high
chr3:90469637-90476485	chr3	90469637	90476485	chr3-90469638-INV-6848	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA				synteny		
chr3:91556113-93656971	chr3	91556113	93656971	chr3-91556114-INV-2100859	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA				synteny		
chr3:131969227-131977820	chr3	131969227	131977820	chr3-131969892-INV-7927	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.11	0.11	True				synteny		
chr3:162827574-162829855	chr3	162827574	162829855	chr3-162827167-INV-3077	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.23	0.23	True				synteny	1	low
chr3:187418165-187424396	chr3	187418165	187424396	chr3-187413815-INV-14980	unknown	callset	inverted	direct	1	high	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	1	high	strandseq_parsimony	gold_strandseq		
chr3:195680054-195724206	chr3	195680054	195724206	chr3-195680055-INV-44153	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.5	0.5	NA				recurrent_t2t_apes	1	recurrent
chr3:195692124-195956606	chr3	195692124	195956606	chr3-195680867-INV-272256	unknown	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.26	0.26	True	0	low	strandseq_parsimony	synteny		
chr3:195749463-195980207	chr3	195749463	195980207	chr3-195749464-INV-230745	recurrent	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.26	0.26	True	0	low	strandseq_parsimony	synteny		
chr4:4013226-4019502	chr4	4013226	4019502	chr4-4013227-INV-6277	unknown	callset	direct	inverted	0	low	3	2	1	1	collinear	collinear	inverted	NA	discordant[0.67]:chimp+,gorilla+,orangutan-	NA	NA	NA				synteny		
chr4:8952898-9455287	chr4	8952898	9455287	chr4-8952899-INV-502390	unknown	callset	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	NA	NA	NA				synteny		
chr4:33098066-33104924	chr4	33098066	33104924	chr4-33098029-INV-7075	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.03	True				synteny		
chr4:40233406-40235439	chr4	40233406	40235439	chr4-40233409-INV-2010	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.3	0.3	True				synteny		
chr4:49284664-49291017	chr4	49284664	49291017	chr4-49284665-INV-6354	unknown	callset;inv_properties	inverted	direct	1	moderate	1	0	1	0	NA	NA	NA	inverted	congruent[1.00]:macaque-	0.36	0.64	False	0	low	strandseq_parsimony	synteny	1	low
chr4:49291019-49325004	chr4	49291019	49325004	chr4-49291020-INV-33986	unknown	callset;inv_properties	inverted	direct	1	moderate	1	0	1	0	NA	NA	NA	inverted	congruent[1.00]:macaque-	0.51	0.49	True	0	low	strandseq_parsimony	synteny	1	low
chr4:49708727-49712245	chr4	49708727	49712245	chr4-49708728-INV-3519	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	1	low	strandseq_parsimony	synteny		
chr4:51107122-51107609	chr4	51107122	51107609	chr4-51107123-INV-488	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	1	low	strandseq_parsimony	synteny		
chr4:68826254-68849811	chr4	68826254	68849811	chr4-68826255-INV-23558	unknown	callset	inverted	direct	1	high	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	NA	NA	NA	1	high	strandseq_parsimony	gold_strandseq	1	low
chr4:87926011-87937547	chr4	87926011	87937547	chr4-87925789-INV-11799	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.81	0.19	True	1	high	strandseq_parsimony	gold_strandseq		
chr4:145693552-145694748	chr4	145693552	145694748	chr4-145693640-INV-908	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.66	0.66	False				synteny		
chr4:156905870-156912808	chr4	156905870	156912808	chr4-156904334-INV-8519	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny		
chr4:187950173-187954784	chr4	187950173	187954784	chr4-187948402-INV-8158	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.35	0.35	True				synteny		
chr5:16978658-16979397	chr5	16978658	16979397	chr5-16979045-INV-519	unknown	callset;inv_properties	direct	inverted	0	high	2	2	0	0	collinear	collinear	NA	NA	congruent[1.00]:chimp+,gorilla+	0.06	0.06	True				synteny		
chr5:17580905-17592445	chr5	17580905	17592445	chr5-17580906-INV-11540	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.16	0.16	True				synteny		
chr5:21479305-21500726	chr5	21479305	21500726	chr5-21479306-INV-21422	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.02	0.02	True	0	low	strandseq_parsimony	synteny	1	low
chr5:29069229-29069523	chr5	29069229	29069523	chr5-29069209-INV-308	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.45	0.45	True	1	low	strandseq_parsimony	synteny		
chr5:46896906-46915828	chr5	46896906	46915828	chr5-46896907-INV-18922	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.77	0.77	False	0	low	strandseq_parsimony	synteny		
chr5:47061568-47082062	chr5	47061568	47082062	chr5-47061569-INV-20494	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.33	0.33	True	0	low	strandseq_parsimony	synteny		
chr5:47105115-47151367	chr5	47105115	47151367	chr5-47105116-INV-46253	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.66	0.66	False	0	low	strandseq_parsimony	synteny		
chr5:49608476-49645356	chr5	49608476	49645356	chr5-49608477-INV-36881	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	0	low	strandseq_parsimony	synteny		
chr5:64470920-64477089	chr5	64470920	64477089	chr5-64466170-INV-15635	unknown	callset;inv_properties	direct	inverted	0	moderate	1	1	0	0	NA	collinear	NA	NA	congruent[1.00]:gorilla+	0.73	0.73	False	1	low	strandseq_parsimony	synteny		
chr5:64470928-64475118	chr5	64470928	64475118	chr5-64470929-INV-4190	unknown	callset;inv_properties	direct	inverted	0	moderate	1	1	0	0	NA	collinear	NA	NA	congruent[1.00]:gorilla+	0.74	0.74	False	1	low	strandseq_parsimony	synteny		
chr5:70527773-70533912	chr5	70527773	70533912	chr5-70527774-INV-6139	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.99	True	0	low	strandseq_parsimony	gold_t2t_apes	1	high
chr5:71009586-71093997	chr5	71009586	71093997	chr5-71009587-INV-84412	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.06	0.94	True	1	high	strandseq_parsimony	gold_strandseq	1	low
chr5:112179911-112236600	chr5	112179911	112236600	chr5-112179912-INV-56689	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny		
chr5:124425560-124546657	chr5	124425560	124546657	chr5-124425561-INV-121098	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny		
chr5:152886744-152892275	chr5	152886744	152892275	chr5-152886745-INV-5532	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA				synteny		
chr5:175919196-175923360	chr5	175919196	175923360	chr5-175919197-INV-4165	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr5:177946129-178003952	chr5	177946129	178003952	chr5-177946130-INV-57824	single-event	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.01	0.01	True		recurrent	strandseq_parsimony	recurrent_strandseq	1	low
chr5:179643529-179651253	chr5	179643529	179651253	chr5-179633880-INV-24659	single-event	callset;inv_properties	inverted	direct	1	high	4	3	1	1	collinear	inverted	collinear	collinear	discordant[0.75]:chimp+,gorilla-,orangutan+,macaque+	0.99	0.01	False				gold_t2t_apes	1	high
chr5:181098775-181100846	chr5	181098775	181100846	chr5-181095856-INV-7651	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.25	0.25	True	1	low	strandseq_parsimony	synteny		
chr6:255825-384491	chr6	255825	384491	chr6-255826-INV-128667	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr6:26736772-26739621	chr6	26736772	26739621	chr6-26736773-INV-2849	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.43	0.43	True				synteny	1	low
chr6:26738710-26763097	chr6	26738710	26763097	chr6-26738711-INV-24388	unknown	callset	direct	inverted	0	moderate	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	NA	NA	NA				synteny	1	low
chr6:26760606-26762818	chr6	26760606	26762818	chr6-26760529-INV-3003	unknown	callset	direct	inverted	0	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny	1	low
chr6:76109081-76158474	chr6	76109081	76158474	chr6-76111919-INV-44661	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.03	True				synteny		
chr6:89213914-89214230	chr6	89213914	89214230	chr6-89213913-INV-300	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.55	0.55	False				synteny		
chr6:94031360-94031695	chr6	94031360	94031695	chr6-94031361-INV-335	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.56	0.56	False				synteny		
chr6:106721331-106723005	chr6	106721331	106723005	chr6-106720700-INV-2930	unknown	callset	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	NA	NA	NA				synteny		
chr6:123106049-123109821	chr6	123106049	123109821	chr6-123106042-INV-3793	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.03	True				synteny		
chr6:130527041-130531150	chr6	130527041	130531150	chr6-130527042-INV-4267	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.16	0.16	True				synteny		
chr6:141866310-141898728	chr6	141866310	141898728	chr6-141867315-INV-29159	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.05	0.05	True				synteny		
chr6:153422309-153430731	chr6	153422309	153430731	chr6-153422310-INV-8423	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr6:167209001-167357782	chr6	167209001	167357782	chr6-167181003-INV-209976	single-event	callset;inv_properties	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.97	True	1	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:5989046-6735643	chr7	5989046	6735643	chr7-5989047-INV-746598	recurrent	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.25]:chimp+,gorilla+,orangutan+,macaque-	0.1	0.9	False	1	moderate	strandseq_parsimony	gold_strandseq	1	low
chr7:33990735-34010143	chr7	33990735	34010143	chr7-33990522-INV-19762	single-event	callset;inv_properties	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.99	True	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:40839776-40840871	chr7	40839776	40840871	chr7-40839738-INV-1134	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.51	0.49	True	1	high	strandseq_parsimony	gold_t2t_apes	1	high
chr7:47614508-47615262	chr7	47614508	47615262	chr7-47614229-INV-1139	unknown	callset;inv_properties	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.19	0.81	True	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:54234014-54308393	chr7	54234014	54308393	chr7-54220528-INV-101153	single-event	callset;inv_properties	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.62	0.38	False	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:57486117-57496696	chr7	57486117	57496696	chr7-57486118-INV-10580	unknown	callset	inverted	direct	1	moderate	2	2	0	0	collinear	collinear	NA	NA	congruent[1.00]:chimp+,gorilla+	NA	NA	NA	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:57641572-57838971	chr7	57641572	57838971	chr7-57641573-INV-197400	unknown	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.1	0.9	True	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:57835188-58119653	chr7	57835188	58119653	chr7-57835189-INV-284465	single-event	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.02	0.02	True	0	low	strandseq_parsimony	synteny		
chr7:60898864-60908951	chr7	60898864	60908951	chr7-60898865-INV-10087	unknown	callset;inv_properties	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.27	0.73	True	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr7:60911891-61578023	chr7	60911891	61578023	chr7-60911892-INV-666133	recurrent	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.52	0.52	False	0	low	strandseq_parsimony	synteny		
