chr,region_start,region_end,0_sequence_length,1_sequence_length,0_sequence_length_adjusted,1_sequence_length_adjusted,0_segregating_sites,1_segregating_sites,0_w_theta,1_w_theta,0_pi,1_pi,0_segregating_sites_filtered,1_segregating_sites_filtered,0_w_theta_filtered,1_w_theta_filtered,0_pi_filtered,1_pi_filtered,0_num_hap_no_filter,1_num_hap_no_filter,0_num_hap_filter,1_num_hap_filter,inversion_freq_no_filter,inversion_freq_filter,haplotype_overall_fst_wc,haplotype_between_pop_variance_wc,haplotype_within_pop_variance_wc,haplotype_num_informative_sites_wc,hudson_fst_hap_group_0v1,hudson_dxy_hap_group_0v1,hudson_pi_hap_group_0,hudson_pi_hap_group_1,hudson_pi_avg_hap_group_0v1
17,16823490,18384190,1560701,1560701,1560701,1560701,4938,377,0.000633,0.000242,0.000467,0.000242,4938,377,0.000633,0.000242,0.000467,0.000242,84,2,84,2,0.023256,0.023256,NA,0.000000,0.000000,5017,0.145979,0.000415,0.000467,0.000242,0.000354
17,18622359,18823773,201415,201415,201414,201414,4,0,0.000004,0.000000,0.000001,0.000000,4,0,0.000004,0.000000,0.000001,0.000000,84,2,84,2,0.023256,0.023256,NA,0.000000,0.000000,4,0.036145,0.000001,0.000001,0.000000,0.000001
17,30621881,30625589,3709,3709,3709,3709,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,44,44,38,40,0.500000,0.512821,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
17,36109569,36223772,114204,114204,91078,91078,365,112,0.000809,0.000539,0.000500,0.000467,159,0,0.000617,0.000000,0.000521,0.000000,80,6,10,0,0.069767,0.000000,NA,0.000000,0.000000,421,NA,NA,NA,NA,NA
17,37415181,37415638,458,458,458,458,0,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,1,1,1,1,0.500000,0.500000,NA,0.000000,0.000000,1,NA,NA,NA,NA,NA
17,43232908,43321964,89057,89057,78637,78637,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,1,85,1,85,0.988372,0.988372,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
17,43263148,43322883,59736,59736,59736,59736,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,1,85,1,85,0.988372,0.988372,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
17,45573556,45585158,11603,11603,11603,11603,25,35,0.000456,0.000827,0.000150,0.000330,0,0,0.000000,0.000000,0.000000,0.000000,64,22,0,0,0.255814,-1.000000,NA,0.000000,0.000000,57,NA,NA,NA,NA,NA
17,45585159,46292045,706887,706887,706887,706887,1621,260,0.000465,0.000130,0.000241,0.000138,1610,246,0.000462,0.000123,0.000239,0.000129,78,10,78,10,0.113636,0.113636,NA,0.000000,0.000000,3309,0.932922,0.002744,0.000239,0.000129,0.000184
17,60035640,60110888,75249,75249,75247,75247,135,20,0.000362,0.000103,0.000243,0.000118,135,20,0.000362,0.000103,0.000243,0.000118,80,8,80,8,0.090909,0.090909,NA,0.000000,0.000000,139,0.192897,0.000224,0.000243,0.000118,0.000180
17,76181937,76182932,996,996,996,996,4,3,0.000813,0.001108,0.000445,0.000669,4,0,0.001023,NaN,0.000633,NaN,79,9,29,1,0.102273,0.033333,NA,0.000000,0.000000,4,NA,NA,NA,NA,NA
2,45065588,45081777,16190,16190,16190,16190,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,85,3,85,3,0.034091,0.034091,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,87987171,111255403,23268233,23268233,19502433,19502433,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
2,87995841,88180536,184696,184696,184696,184696,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
2,88861564,88886160,24597,24597,24597,24597,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,6,6,6,6,0.500000,0.500000,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,90060918,90216479,155562,155562,152812,152812,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,65,5,65,5,0.071429,0.071429,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,90286375,90379428,93054,93054,93054,93054,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,60,26,11,3,0.302326,0.214286,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,91832040,92012663,180624,180624,172863,172863,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,52,36,52,36,0.409091,0.409091,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,94191333,94294046,102714,102714,101682,101682,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0,2,0,2,1.000000,1.000000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
2,95496989,95579796,82808,82808,82806,82806,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,71,17,71,17,0.193182,0.193182,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,95800191,96024403,224213,224213,224213,224213,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,81,7,81,7,0.079545,0.079545,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,97168744,97170236,1493,1493,1493,1493,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,79,7,19,1,0.081395,0.050000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
2,97348052,97360454,12403,12403,12401,12401,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,43,43,43,43,0.500000,0.500000,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,108527821,109733036,1205216,1205216,1205216,1205216,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,86,2,86,2,0.022727,0.022727,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,110095177,110276210,181034,181034,133647,133647,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,30,54,30,54,0.642857,0.642857,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,130138212,131200602,1062391,1062391,744007,744007,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,86,2,86,2,0.022727,0.022727,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,130138212,131530534,1392323,1392323,1073939,1073939,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,86,2,86,2,0.022727,0.022727,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,138247429,138251774,4346,4346,4346,4346,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,24,64,24,64,0.727273,0.727273,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
2,215962718,215963440,723,723,723,723,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,75,9,19,1,0.107143,0.050000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
2,222149224,222149582,359,359,359,359,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,87,1,1,1,0.011364,0.500000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
2,236356880,236358489,1610,1610,1610,1610,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,20,6,1,1,0.230769,0.500000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
2,240685789,240688966,3178,3178,3178,3178,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,54,32,51,31,0.372093,0.378049,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
9,12004038,12074552,70515,70515,70515,70515,518,3,0.001469,0.000043,0.001020,0.000043,518,3,0.001469,0.000043,0.001020,0.000043,84,2,84,2,0.023256,0.023256,NA,0.000000,0.000000,519,0.352695,0.000820,0.001020,0.000043,0.000531
9,30952354,30956484,4131,4131,4131,4131,21,8,0.001011,0.001937,0.000892,0.001937,21,8,0.001021,0.001937,0.000902,0.001937,86,2,82,2,0.022727,0.023810,NA,0.000000,0.000000,24,-0.393523,0.001018,0.000902,0.001937,0.001419
9,38773640,42796744,4023105,4023105,767071,767071,0,26,NaN,0.000023,NaN,0.000023,0,26,NaN,0.000023,NaN,0.000023,1,3,1,3,0.750000,0.750000,NA,0.000000,0.000000,329,NA,NA,NA,NA,NA
9,64028785,64068456,39672,39672,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,2,86,2,86,0.977273,0.977273,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
9,85797070,85801040,3971,3971,3971,3971,20,0,0.001000,NaN,0.000682,NaN,20,0,0.001004,NaN,0.000689,NaN,87,1,85,1,0.011364,0.011628,NA,0.000000,0.000000,20,NA,NA,NA,NA,NA
9,87942696,88110274,167579,167579,167577,167577,814,0,0.000964,NaN,0.000783,NaN,813,0,0.000963,NaN,0.000783,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,816,NA,NA,NA,NA,NA
9,91958957,91959591,635,635,635,635,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,80,8,10,2,0.090909,0.166667,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
9,102565838,102570277,4440,4440,4440,4440,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,82,6,78,6,0.068182,0.071429,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
9,113111686,113112886,1201,1201,1201,1201,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,34,52,25,45,0.604651,0.642857,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
9,123979106,123991038,11933,11933,11933,11933,4,1,0.000078,0.000019,0.000038,0.000004,4,1,0.000078,0.000019,0.000038,0.000004,42,46,42,46,0.522727,0.522727,NA,0.000000,0.000000,4,0.111409,0.000024,0.000038,0.000004,0.000021
10,4983056,4984361,1306,1306,1306,1306,12,5,0.001860,0.001563,0.002111,0.001094,11,0,0.001781,0.000000,0.002037,0.000000,79,7,64,4,0.081395,0.058824,NA,0.000000,0.000000,12,0.636277,0.002800,0.002037,0.000000,0.001018
10,15742803,15760427,17625,17625,17625,17625,72,0,0.000811,NaN,0.000490,NaN,72,0,0.000811,NaN,0.000490,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,76,NA,NA,NA,NA,NA
10,37105149,37111121,5973,5973,5973,5973,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,45,41,45,41,0.476744,0.476744,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
10,46144703,46204851,60149,60149,40541,40541,91,36,0.000452,0.000426,0.000435,0.000390,91,36,0.000452,0.000426,0.000435,0.000390,81,5,81,5,0.058140,0.058140,NA,0.000000,0.000000,113,0.461898,0.000766,0.000435,0.000390,0.000412
10,46769328,46857141,87814,87814,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,79,5,79,5,0.059524,0.059524,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
10,46983451,47468232,484782,484782,467447,467447,1347,622,0.000582,0.000513,0.000441,0.000494,1347,622,0.000582,0.000513,0.000441,0.000494,80,8,80,8,0.090909,0.090909,NA,0.000000,0.000000,1532,0.001614,0.000468,0.000441,0.000494,0.000467
10,47480263,47546423,66161,66161,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,53,3,49,3,0.053571,0.057692,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
10,47649265,47756785,107521,107521,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,57,5,55,5,0.080645,0.083333,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
10,47983093,48044442,61350,61350,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,63,3,58,2,0.045455,0.033333,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
10,55007431,55013434,6004,6004,6004,6004,11,3,0.000374,0.000193,0.000260,0.000125,11,3,0.000378,0.000193,0.000265,0.000125,76,8,72,8,0.095238,0.100000,NA,0.000000,0.000000,13,0.129017,0.000224,0.000265,0.000125,0.000195
10,65465445,65470067,4623,4623,4623,4623,35,0,0.001517,NaN,0.001527,NaN,34,0,0.001481,NaN,0.001532,NaN,83,1,81,1,0.011905,0.012195,NA,0.000000,0.000000,58,NA,NA,NA,NA,NA
10,71066858,71067726,869,869,869,869,5,2,0.001156,0.001255,0.000819,0.001151,4,0,0.001118,NaN,0.000785,NaN,82,4,35,1,0.046512,0.027778,NA,0.000000,0.000000,5,NA,NA,NA,NA,NA
10,73657969,73660146,2178,2178,2178,2178,2,1,0.000187,0.000177,0.000024,0.000115,0,0,0.000000,0.000000,0.000000,0.000000,76,8,44,6,0.095238,0.120000,NA,0.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000
10,79542901,80217413,674513,674513,644175,644175,2432,13,0.000757,0.000013,0.000633,0.000013,2432,13,0.000757,0.000013,0.000633,0.000013,83,3,83,3,0.034884,0.034884,NA,0.000000,0.000000,2517,0.639679,0.000897,0.000633,0.000013,0.000323
10,87308005,87425030,117026,117026,101850,101850,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,86,2,86,2,0.022727,0.022727,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
10,91443587,91446029,2443,2443,2443,2443,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,13,75,13,73,0.852273,0.848837,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
10,103205557,103205994,438,438,438,438,4,2,0.001849,0.002192,0.002580,0.001826,3,0,0.003736,0.000000,0.003425,0.000000,79,5,4,0,0.059524,0.000000,NA,0.000000,0.000000,4,NA,NA,NA,NA,NA
10,113411933,113412252,320,320,320,320,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,79,9,3,3,0.102273,0.500000,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
10,131619777,131620717,941,941,941,941,4,2,0.000860,0.001020,0.001071,0.000850,4,0,0.000953,NaN,0.001215,NaN,79,5,49,1,0.059524,0.020000,NA,0.000000,0.000000,7,NA,NA,NA,NA,NA
10,133657262,133787421,130160,130160,390,390,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,72,6,59,3,0.076923,0.048387,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
