Inversion	Category	K_Total	K_GBJ	K_GLS	P_GBJ	T_GLS	P_GLS	Direction	Method	Shrinkage	Lambda	N_Individuals	Z_Cap	GBJ_Draws	Dropped	Phenotypes	Phenotypes_GLS	Q_GBJ	Q_GLS
chr6-76111919-INV-44661	Blood/Immune	20	20	20	0.9112177564	0.5428165138	0.587256142	increase	fast_phi	ridge	0.05	382219		5000		Abnormality_of_the_lymph_nodes;Anemia;Autoimmune_disease;Coagulation_defects_purpura_and_other_hemorrhagic_conditions;Decreased_white_blood_cell_count;Hypo_coagulability;Immunodeficiencies;Immunodeficiency_NOS;Iron_deficiency_anemia;Iron_deficiency_anemia_secondary_to_blood_loss;Lymphadenitis;Macrocytic_anemia;Megaloblastic_anemia;Microcytic_anemia;Neutropenia;Pancytopenia;Platelet_defects;Secondary_thrombocytopenia;Thrombocytopenia;Vitamin_B12_deficiency_anemia_due_to_intrinsic_factor_deficiency_Pernicious_anemia	Abnormality_of_the_lymph_nodes;Anemia;Autoimmune_disease;Coagulation_defects_purpura_and_other_hemorrhagic_conditions;Decreased_white_blood_cell_count;Hypo_coagulability;Immunodeficiencies;Immunodeficiency_NOS;Iron_deficiency_anemia;Iron_deficiency_anemia_secondary_to_blood_loss;Lymphadenitis;Macrocytic_anemia;Megaloblastic_anemia;Microcytic_anemia;Neutropenia;Pancytopenia;Platelet_defects;Secondary_thrombocytopenia;Thrombocytopenia;Vitamin_B12_deficiency_anemia_due_to_intrinsic_factor_deficiency_Pernicious_anemia	0.9112177564	0.80080383
chr6-141867315-INV-29159	Symptoms	31	31	31	0.8810237952	0.5508992161	0.5817027649	increase	fast_phi	ridge	0.05	379929		5000		Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	0.9439540663	0.9979902256
chr6-167181003-INV-209976	Symptoms	31	31	31	0.8932213557	-0.201827021	0.8400519565	decrease	fast_phi	ridge	0.05	379929		5000		Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	0.9570228811	0.9293723338
chr4-33098029-INV-7075	Sense organs	53	53	53	0.6598680264	0.5273338986	0.5979617378	increase	fast_phi	ridge	0.05	381814		5000		Abnormal_intraocular_pressure;Blindness_and_low_vision;Conjunctivitis;Cortical_age_related_cataract;Dermatochalasis_of_eyelid;Disorders_of_choroid;Disorders_of_eyelid_function;Disorders_of_lacrimal_system;Disorders_of_refraction_and_accommodation;Disorders_of_the_cornea;Disorders_of_the_middle_ear;Disorders_of_the_retina;Eye_infection_viral;Hearing_impairment;Hypermetropia;Hypertensive_retinopathy;Infection_of_the_eye;Inflammation_of_the_eye;Keratitis;Keratoconjunctivitis_sicca;Lattice_degeneration_of_retina;Macular_degeneration;Meibomian_gland_dysfunction_of_eyelid;Mixed_conductive_and_sensorineural_hearing_loss;Myopia;Non_degenerative_maculopathy;Ocular_hypertension;Open_angle_glaucoma;Otalgia_and_effusion_of_ear;Other_disorders_of_ear;Other_disorders_of_the_eyelids;Other_hearing_abnormality;Otitis_media;Peripheral_retinal_degeneration;Pinguecula;Posterior_subcapsular_polar_cataract;Presbyopia;Ptosis_of_eyelid;Puckering_of_macula;Retinal_detachments_and_breaks;Retinal_edema;Retinal_hemorrhage;Retinal_occlusions;Retinal_vasculopathy;Retinopathy;Sensorineural_hearing_loss;Subcapsular_cataract;Tinnitus;Unilateral_hearing_loss;Visual_discomfort;Visual_distortions_and_subjective_visual_disturbances;Visual_disturbances;Vitreous_degeneration	Abnormal_intraocular_pressure;Blindness_and_low_vision;Conjunctivitis;Cortical_age_related_cataract;Dermatochalasis_of_eyelid;Disorders_of_choroid;Disorders_of_eyelid_function;Disorders_of_lacrimal_system;Disorders_of_refraction_and_accommodation;Disorders_of_the_cornea;Disorders_of_the_middle_ear;Disorders_of_the_retina;Eye_infection_viral;Hearing_impairment;Hypermetropia;Hypertensive_retinopathy;Infection_of_the_eye;Inflammation_of_the_eye;Keratitis;Keratoconjunctivitis_sicca;Lattice_degeneration_of_retina;Macular_degeneration;Meibomian_gland_dysfunction_of_eyelid;Mixed_conductive_and_sensorineural_hearing_loss;Myopia;Non_degenerative_maculopathy;Ocular_hypertension;Open_angle_glaucoma;Otalgia_and_effusion_of_ear;Other_disorders_of_ear;Other_disorders_of_the_eyelids;Other_hearing_abnormality;Otitis_media;Peripheral_retinal_degeneration;Pinguecula;Posterior_subcapsular_polar_cataract;Presbyopia;Ptosis_of_eyelid;Puckering_of_macula;Retinal_detachments_and_breaks;Retinal_edema;Retinal_hemorrhage;Retinal_occlusions;Retinal_vasculopathy;Retinopathy;Sensorineural_hearing_loss;Subcapsular_cataract;Tinnitus;Unilateral_hearing_loss;Visual_discomfort;Visual_distortions_and_subjective_visual_disturbances;Visual_disturbances;Vitreous_degeneration	0.9704059188	0.8931650914
chr4-33098029-INV-7075	Congenital	3	3	3	0.7800439912	-0.4468439529	0.6549877337	decrease	fast_phi	ridge	0.05	380618		5000		Congenital_anomalies_of_the_heart;Congenital_malformations_of_circulatory_system_other_than_heart;Congenital_malformations_of_the_urinary_system	Congenital_anomalies_of_the_heart;Congenital_malformations_of_circulatory_system_other_than_heart;Congenital_malformations_of_the_urinary_system	0.9704059188	0.8931650914
chr4-33098029-INV-7075	Gastrointestinal	77	77	77	0.7932413517	-0.1449756564	0.8847300921	decrease	fast_phi	ridge	0.05	374300		5000		Abnormal_findings_on_diagnostic_imaging_of_the_digestive_tract;Abnormality_of_the_peritoneum;Aphagia_and_dysphagia;Appendicitis;Atrophic_gastritis;Blood_in_stool;Chronic_liver_disease;Constipation;Diaphragmatic_hernia;Diarrhea;Disease_of_anus_and_rectum;Diseases_of_esophagus;Diseases_of_lips;Diseases_of_salivary_glands;Diseases_of_teeth_and_supporting_structures;Diseases_of_the_pancreas;Disorders_of_the_gallbladder;Diverticular_disease_Bowel_diverticulosis;Duodenal_ulcer;Duodenitis;Esophageal_obstruction_Stricture_and_stenosis_of_esophagus;Fecal_incontinence_and_encopresis;Flatulence_eructation_and_gas_pain;Functional_dyspepsia;Functional_intestinal_disorder;Gastric_ulcer;Gastro_esophageal_reflux_disease_GERD;Gastrointestinal_hemorrhage;Gastrointestinal_inflammation;Gastrointestinal_obstruction;Gingivitis;Heartburn;Hematemesis;Hemorrhage_of_rectum_and_anus;Hepatic_failure;Hepatitis;Hernia;Ileus;Inflammatory_bowel_disease;Inguinal_hernia;Intestinal_fistula;Intestinal_infection;Intestinal_infection_due_to_C._difficile;Intestinal_malabsorption;Intestinal_obstruction;Intestinal_perforation;Irritable_bowel_syndrome;Lesions_of_mouth;Loss_of_teeth_and_edentulism;Nausea;Nausea_and_vomiting;Nonspecific_abnormal_findings_in_stool_contents;Nonspecific_abnormal_results_of_function_study_of_liver;Other_digestive_system_symptoms_and_diseases;Other_diseases_of_biliary_tract;Other_diseases_of_stomach_and_duodenum;Other_disorders_of_liver;Other_disorders_of_the_intestines;Pancreatitis;Paralytic_ileus;Peptic_ulcer;Periapical_abscess;Periodontal_diseases;Periodontitis;Peritonitis;Portal_hypertension;Pulpitis;Recurrent_oral_aphthae_Recurrent_aphthous_stomatitis;Stomatitis;Symptoms_involving_digestive_system;Ulceration_of_the_lower_GI_tract;Ulcerative_colitis;Umbilical_hernia;Vascular_disorders_of_intestine;Ventral_hernia;Viral_enteritis;Vomiting	Abnormal_findings_on_diagnostic_imaging_of_the_digestive_tract;Abnormality_of_the_peritoneum;Aphagia_and_dysphagia;Appendicitis;Atrophic_gastritis;Blood_in_stool;Chronic_liver_disease;Constipation;Diaphragmatic_hernia;Diarrhea;Disease_of_anus_and_rectum;Diseases_of_esophagus;Diseases_of_lips;Diseases_of_salivary_glands;Diseases_of_teeth_and_supporting_structures;Diseases_of_the_pancreas;Disorders_of_the_gallbladder;Diverticular_disease_Bowel_diverticulosis;Duodenal_ulcer;Duodenitis;Esophageal_obstruction_Stricture_and_stenosis_of_esophagus;Fecal_incontinence_and_encopresis;Flatulence_eructation_and_gas_pain;Functional_dyspepsia;Functional_intestinal_disorder;Gastric_ulcer;Gastro_esophageal_reflux_disease_GERD;Gastrointestinal_hemorrhage;Gastrointestinal_inflammation;Gastrointestinal_obstruction;Gingivitis;Heartburn;Hematemesis;Hemorrhage_of_rectum_and_anus;Hepatic_failure;Hepatitis;Hernia;Ileus;Inflammatory_bowel_disease;Inguinal_hernia;Intestinal_fistula;Intestinal_infection;Intestinal_infection_due_to_C._difficile;Intestinal_malabsorption;Intestinal_obstruction;Intestinal_perforation;Irritable_bowel_syndrome;Lesions_of_mouth;Loss_of_teeth_and_edentulism;Nausea;Nausea_and_vomiting;Nonspecific_abnormal_findings_in_stool_contents;Nonspecific_abnormal_results_of_function_study_of_liver;Other_digestive_system_symptoms_and_diseases;Other_diseases_of_biliary_tract;Other_diseases_of_stomach_and_duodenum;Other_disorders_of_liver;Other_disorders_of_the_intestines;Pancreatitis;Paralytic_ileus;Peptic_ulcer;Periapical_abscess;Periodontal_diseases;Periodontitis;Peritonitis;Portal_hypertension;Pulpitis;Recurrent_oral_aphthae_Recurrent_aphthous_stomatitis;Stomatitis;Symptoms_involving_digestive_system;Ulceration_of_the_lower_GI_tract;Ulcerative_colitis;Umbilical_hernia;Vascular_disorders_of_intestine;Ventral_hernia;Viral_enteritis;Vomiting	0.9704059188	0.9479250987
chr4-33098029-INV-7075	Muscloskeletal	93	93	93	0.8140371926	-0.8236369042	0.4101459004	decrease	fast_phi	ridge	0.05	380216		5000		Acquired_deformities_of_fingers_and_toes;Acquired_deformities_of_limbs;Arthralgia_of_temporomandibular_joint;Back_sprain;Bakers_cyst_popliteal_cyst;Bursitis;Calcium_deposits_in_tendon_and_bursa;Cartilage_tear_of_knee;Cervicalgia;Chondropathies;Chrystal_arthropathies;Deforming_dorsopathies;Degenerative_disc_disease;Dislocation;Disorder_of_patella;Disorders_of_muscle;Effusion_of_joint;EnthesopathyEnthesitisTendinopathy;Exostosis;Fasciopathy;Fractures;Ganglion_cyst;Generalized_osteoarthritis;Hallux_rigidus;Hallux_valgus_Bunion;Hammer_toe;Impingement_syndrome_of_shoulder;Infective_and_reactive_arthropathies;Inflammatory_myopathy;Inflammatory_spondylopathies;Instability_of_joint;Intervertebral_disc_disorder;Joint_derangements_and_related_disorders;Lateral_epicondylitis_Tennis_elbow;Low_back_pain;Lumbosacral_sprain;Lupus;Medial_epicondylitis_Golfers_elbow;Mid_back_pain;Muscle_wasting_and_atrophy;Myalgia;Neck_sprain;Nonspecific_abnormal_findings_on_radiological_and_other_examination_of_musculoskeletal_system;Occipital_neuralgia;Osteoarthritis;Osteoarthritis_of_more_than_one_site;Osteonecrosis;Osteophyte;Osteoporosis;Osteoporosis_and_low_bone_density;Other_and_unspecified_dorsopathies;Other_arthropathies;Other_disorders_and_symptoms_of_the_musculoskeletal_system;Other_disorders_of_bone;Other_non_inflammatory_spondylopathy;Other_symptoms_and_disorders_of_the_soft_tissue;Pain_in_ankle_and_joints_of_foot;Pain_in_elbow;Pain_in_hip;Pain_in_joints_of_hand;Pain_in_knee;Pain_in_shoulder;Pain_in_wrist;Pathological_fracture;Plantar_fascial_fibromatosis_Plantar_fasciitis;Polyarthritis;Posterior_tibial_tendinitis;Pyogenic_arthritis_Septic_arthritis;Radial_styloid_tenosynovitis_de_Quervain;Radiculopathy;Rhabdomyolysis;Rheumatoid_arthritis;Rheumatoid_arthritis_and_other_inflammatory_polyarthropathies;Rheumatoid_arthritis_with_rheumatoid_factor;Rotator_cuff_tear_or_rupture;Sacrococcygeal_disorders;Sciatica;Segmental_and_somatic_dysfunction;Spasm_of_muscle;Spinal_disc_displacement_herniation;Spinal_stenosis;Spondylosis;Spontaneous_rupture_of_synovium_and_tendon;Sprains_and_strains;Stiffness_of_joint;Superior_glenoid_labrum_lesion;Synoviopathy_and_bursopathy;Synovitis_and_tenosynovitis;Systemic_lupus_erythematosus_SLE;Systemic_vasculitis;Tendinitis;Traumatic_arthropathy;Trigger_finger	Acquired_deformities_of_fingers_and_toes;Acquired_deformities_of_limbs;Arthralgia_of_temporomandibular_joint;Back_sprain;Bakers_cyst_popliteal_cyst;Bursitis;Calcium_deposits_in_tendon_and_bursa;Cartilage_tear_of_knee;Cervicalgia;Chondropathies;Chrystal_arthropathies;Deforming_dorsopathies;Degenerative_disc_disease;Dislocation;Disorder_of_patella;Disorders_of_muscle;Effusion_of_joint;EnthesopathyEnthesitisTendinopathy;Exostosis;Fasciopathy;Fractures;Ganglion_cyst;Generalized_osteoarthritis;Hallux_rigidus;Hallux_valgus_Bunion;Hammer_toe;Impingement_syndrome_of_shoulder;Infective_and_reactive_arthropathies;Inflammatory_myopathy;Inflammatory_spondylopathies;Instability_of_joint;Intervertebral_disc_disorder;Joint_derangements_and_related_disorders;Lateral_epicondylitis_Tennis_elbow;Low_back_pain;Lumbosacral_sprain;Lupus;Medial_epicondylitis_Golfers_elbow;Mid_back_pain;Muscle_wasting_and_atrophy;Myalgia;Neck_sprain;Nonspecific_abnormal_findings_on_radiological_and_other_examination_of_musculoskeletal_system;Occipital_neuralgia;Osteoarthritis;Osteoarthritis_of_more_than_one_site;Osteonecrosis;Osteophyte;Osteoporosis;Osteoporosis_and_low_bone_density;Other_and_unspecified_dorsopathies;Other_arthropathies;Other_disorders_and_symptoms_of_the_musculoskeletal_system;Other_disorders_of_bone;Other_non_inflammatory_spondylopathy;Other_symptoms_and_disorders_of_the_soft_tissue;Pain_in_ankle_and_joints_of_foot;Pain_in_elbow;Pain_in_hip;Pain_in_joints_of_hand;Pain_in_knee;Pain_in_shoulder;Pain_in_wrist;Pathological_fracture;Plantar_fascial_fibromatosis_Plantar_fasciitis;Polyarthritis;Posterior_tibial_tendinitis;Pyogenic_arthritis_Septic_arthritis;Radial_styloid_tenosynovitis_de_Quervain;Radiculopathy;Rhabdomyolysis;Rheumatoid_arthritis;Rheumatoid_arthritis_and_other_inflammatory_polyarthropathies;Rheumatoid_arthritis_with_rheumatoid_factor;Rotator_cuff_tear_or_rupture;Sacrococcygeal_disorders;Sciatica;Segmental_and_somatic_dysfunction;Spasm_of_muscle;Spinal_disc_displacement_herniation;Spinal_stenosis;Spondylosis;Spontaneous_rupture_of_synovium_and_tendon;Sprains_and_strains;Stiffness_of_joint;Superior_glenoid_labrum_lesion;Synoviopathy_and_bursopathy;Synovitis_and_tenosynovitis;Systemic_lupus_erythematosus_SLE;Systemic_vasculitis;Tendinitis;Traumatic_arthropathy;Trigger_finger	0.9704059188	0.8348802252
chr4-33098029-INV-7075	Neurological	60	60	60	0.8796240752	-1.129036605	0.2588823924	decrease	fast_phi	ridge	0.05	382211		5000		Abnormality_of_gait_and_mobility;Carpal_tunnel_syndrome;Cerebral_palsy_and_other_paralytic_syndromes;Circadian_rhythm_sleep_disorder;Dementias_and_cerebral_degeneration;Disorder_of_nervous_system;Disorders_of_autonomic_nervous_system;Disorders_of_facial_and_cranial_nerves;Disturbances_of_sensation_of_smell_and_taste;Disturbances_of_skin_sensation;Dizziness_and_giddiness;Encephalopathy;Epilepsy_recurrent_seizures_convulsions;Extrapyramidal_and_movement_disorders;Facial_weakness;Generalized_epilepsy;Headache;Headache_syndromes_non_migraine;Hemiplegia_and_hemiparesis;Hypersomnia;Idiopathic_sleep_related_nonobstructive_alveolar_hypoventilation;Insomnia;Lack_of_coordination;Lesion_of_sciatic_nerve;Memory_loss;Meningitis;Meralgia_paresthetica;Metabolic_encephalopathy;Migraine;Migraine_with_aura;Mild_cognitive_impairment;Mononeuritis_of_lower_limb;Mononeuritis_of_upper_limb;Mononeuropathies;Myelopathies;Nerve_root_and_plexus_disorders;Obstructive_sleep_apnea;Other_diseases_of_spinal_cord;Other_symptoms_involving_nervous_system;Parasomnias;Paresthesia_of_skin;Partial_epilepsy;Polyneuropathies;Post_traumatic_headache;Repeated_falls;Restless_legs_syndrome;Sleep_apnea;Sleep_disorders;Sleep_disturbances;Sleep_related_movement_disorders;Slurred_speech;Speech_disturbance;Symptoms_and_signs_involving_cognitive_functions_and_awareness;Tension_headache;Toxic_polyneuropathy;Transient_alteration_of_awareness;Tremor;Trigeminal_nerve_disorders_CN5;Trigeminal_neuralgia;White_matter_disease_unspecified	Abnormality_of_gait_and_mobility;Carpal_tunnel_syndrome;Cerebral_palsy_and_other_paralytic_syndromes;Circadian_rhythm_sleep_disorder;Dementias_and_cerebral_degeneration;Disorder_of_nervous_system;Disorders_of_autonomic_nervous_system;Disorders_of_facial_and_cranial_nerves;Disturbances_of_sensation_of_smell_and_taste;Disturbances_of_skin_sensation;Dizziness_and_giddiness;Encephalopathy;Epilepsy_recurrent_seizures_convulsions;Extrapyramidal_and_movement_disorders;Facial_weakness;Generalized_epilepsy;Headache;Headache_syndromes_non_migraine;Hemiplegia_and_hemiparesis;Hypersomnia;Idiopathic_sleep_related_nonobstructive_alveolar_hypoventilation;Insomnia;Lack_of_coordination;Lesion_of_sciatic_nerve;Memory_loss;Meningitis;Meralgia_paresthetica;Metabolic_encephalopathy;Migraine;Migraine_with_aura;Mild_cognitive_impairment;Mononeuritis_of_lower_limb;Mononeuritis_of_upper_limb;Mononeuropathies;Myelopathies;Nerve_root_and_plexus_disorders;Obstructive_sleep_apnea;Other_diseases_of_spinal_cord;Other_symptoms_involving_nervous_system;Parasomnias;Paresthesia_of_skin;Partial_epilepsy;Polyneuropathies;Post_traumatic_headache;Repeated_falls;Restless_legs_syndrome;Sleep_apnea;Sleep_disorders;Sleep_disturbances;Sleep_related_movement_disorders;Slurred_speech;Speech_disturbance;Symptoms_and_signs_involving_cognitive_functions_and_awareness;Tension_headache;Toxic_polyneuropathy;Transient_alteration_of_awareness;Tremor;Trigeminal_nerve_disorders_CN5;Trigeminal_neuralgia;White_matter_disease_unspecified	0.9704059188	0.8348802252
chr4-33098029-INV-7075	Symptoms	31	31	31	0.9630073985	-0.9105366745	0.3625395496	decrease	fast_phi	ridge	0.05	379929		5000		Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	0.9704059188	0.8348802252
chr4-33098029-INV-7075	Neoplasms	28	28	28	0.9704059188	0.3177973859	0.7506386337	increase	fast_phi	ridge	0.05	382742		5000		Abnormal_mammogram;Benign_neoplasm_of_the_breast;Benign_neoplasm_of_the_digestive_organs;Benign_neoplasm_of_the_head_and_neck;Benign_neoplasm_of_the_skin;Benign_sarcoma_related_cancers;Cancer_solid_tumor_excluding_BCC;Hemo_onc_by_cell_of_origin;Keratinocyte_carcinoma;Leiomyoma_of_uterus;Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam;Malignant_neoplasm_of_external_female_genital_organs_and_cervix;Malignant_neoplasm_of_other_and_ill_defined_sites;Malignant_neoplasm_of_the_breast;Malignant_neoplasm_of_the_breast_female;Malignant_neoplasm_of_the_cervix;Malignant_neoplasm_of_the_digestive_organs;Malignant_neoplasm_of_the_endocrine_glands;Malignant_neoplasm_of_the_eye_brain_and_other_parts_of_central_nervous_system;Malignant_neoplasm_of_the_head_and_neck;Malignant_neoplasm_of_the_thoracic_and_respiratory_organs;Malignant_neoplasm_of_the_urinary_tract;Malignant_sarcoma_related_cancers;Mammographic_microcalcification;Melanocytic_nevi;Neuroendocrine_tumors;Secondary_malignant_neoplasm;Sequelae_of_cancer	Abnormal_mammogram;Benign_neoplasm_of_the_breast;Benign_neoplasm_of_the_digestive_organs;Benign_neoplasm_of_the_head_and_neck;Benign_neoplasm_of_the_skin;Benign_sarcoma_related_cancers;Cancer_solid_tumor_excluding_BCC;Hemo_onc_by_cell_of_origin;Keratinocyte_carcinoma;Leiomyoma_of_uterus;Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam;Malignant_neoplasm_of_external_female_genital_organs_and_cervix;Malignant_neoplasm_of_other_and_ill_defined_sites;Malignant_neoplasm_of_the_breast;Malignant_neoplasm_of_the_breast_female;Malignant_neoplasm_of_the_cervix;Malignant_neoplasm_of_the_digestive_organs;Malignant_neoplasm_of_the_endocrine_glands;Malignant_neoplasm_of_the_eye_brain_and_other_parts_of_central_nervous_system;Malignant_neoplasm_of_the_head_and_neck;Malignant_neoplasm_of_the_thoracic_and_respiratory_organs;Malignant_neoplasm_of_the_urinary_tract;Malignant_sarcoma_related_cancers;Mammographic_microcalcification;Melanocytic_nevi;Neuroendocrine_tumors;Secondary_malignant_neoplasm;Sequelae_of_cancer	0.9704059188	0.9382982921
