Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Persistent_atrial_fibrillation	0.7563082075553796	0.435721775	0.435721775	213777	3945	209832	0.02352758876	1.023806546	TRUE	lrt_mle	0.965,1.086	lrt_quadratic	two	True	0.9649928728719407	1.0862047512629003	FALSE	TRUE	FALSE	mle	213777	3945	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.435721775	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.965,1.086	0.9649928728719407	1.0862047512629003
Traumatic_arthropathy	0.7571072461312303	0.4371890617	0.4371890617	189257	1408	187849	0.03931746642	1.040100628	TRUE	lrt_mle	0.942,1.149	lrt_quadratic	two	True	0.941890305743212	1.1485512806763536	FALSE	TRUE	FALSE	mle	189257	1408	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4371890617	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.942,1.149	0.941890305743212	1.1485512806763536
Malignant_neoplasm_of_connective_and_soft_tissue	0.7571072461312303	0.4375624376	0.4375624376	258445	1678	256767	-0.03223299861	0.9682809477	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	258445	1678	256767	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Signs_and_symptoms_involving_emotional_state	0.764264243823307	0.4423954374	0.4423954374	248252	9167	239085	-0.0160001574	0.9841271652	TRUE	lrt_mle	0.945,1.025	lrt_quadratic	two	True	0.9447594515479313	1.0251353141866266	FALSE	TRUE	FALSE	mle	248252	9167	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4423954374	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.945,1.025	0.9447594515479313	1.0251353141866266
Epidermal_thickening	0.7643039222399061	0.4433807739	0.4433807739	254086	23625	230461	-0.01024725054	0.9898050737	TRUE	lrt_mle	0.964,1.016	lrt_quadratic	two	True	0.9642064046338537	1.0160833604928299	FALSE	TRUE	FALSE	mle	254086	23625	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4433807739	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.964,1.016	0.9642064046338537	1.0160833604928299
Other_disorders_of_the_circulatory_system	0.7643039222399061	0.4439021781	0.4439021781	217272	7440	209832	0.01743545919	1.017588344	TRUE	lrt_mle	0.973,1.064	lrt_quadratic	two	True	0.9731677935853638	1.064036484543287	FALSE	TRUE	FALSE	mle	217272	7440	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4439021781	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.973,1.064	0.9731677935853638	1.064036484543287
Hemiplegia_and_hemiparesis	0.7643039222399061	0.444675924	0.444675924	218595	4410	214185	0.02329692025	1.023570413	TRUE	lrt_mle	0.964,1.087	lrt_quadratic	two	True	0.9642122399870848	1.086582753629891	FALSE	TRUE	FALSE	mle	218595	4410	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.444675924	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.964,1.087	0.9642122399870848	1.086582753629891
Diseases_of_lips	0.7643039222399061	0.4452052929	0.4452052929	199971	3372	196599	-0.02471046092	0.9755923432	TRUE	lrt_mle	0.916,1.039	lrt_quadratic	two	True	0.9156237806424545	1.0394885326560215	FALSE	TRUE	FALSE	mle	199971	3372	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4452052929	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.916,1.039	0.9156237806424545	1.0394885326560215
Cholecystitis	0.7654595282682812	0.4465762061	0.4465762061	202170	5571	196599	-0.01966333082	0.9805287315	TRUE	lrt_mle	0.932,1.031	lrt_quadratic	two	True	0.9321165202043548	1.0314553733896277	FALSE	TRUE	FALSE	mle	202170	5571	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4465762061	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.932,1.031	0.9321165202043548	1.0314553733896277
Angina_pectoris	0.7662622168158385	0.44844625	0.44844625	226523	16691	209832	0.01208650211	1.012159839	TRUE	lrt_mle	0.981,1.044	lrt_quadratic	two	True	0.9810171921740449	1.0442911173629998	FALSE	TRUE	FALSE	mle	226523	16691	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.44844625	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.981,1.044	0.9810171921740449	1.0442911173629998
Dissociative_and_somatoform_disorders	0.7662622168158385	0.4492555913	0.4492555913	246473	7388	239085	0.01678681861	1.016928509	TRUE	lrt_mle	0.974,1.062	lrt_quadratic	two	True	0.9736571935378312	1.0621228901151223	FALSE	TRUE	FALSE	mle	246473	7388	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4492555913	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.974,1.062	0.9736571935378312	1.0621228901151223
Atrophic_conditions_of_skin	0.7662622168158385	0.4495817026	0.4495817026	235039	4578	230461	-0.02068875624	0.9795237878	TRUE	lrt_mle	0.928,1.033	lrt_quadratic	two	True	0.9283770721322662	1.0334883095029965	FALSE	TRUE	FALSE	mle	235039	4578	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4495817026	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.928,1.033	0.9283770721322662	1.0334883095029965
Chronic_pancreatitis	0.7662622168158385	0.4498385302	0.4498385302	198811	2212	196599	-0.03176992416	0.9687294377	TRUE	lrt_mle	0.892,1.052	lrt_quadratic	two	True	0.8921069132565573	1.0519330244881215	FALSE	TRUE	FALSE	mle	198811	2212	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4498385302	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.892,1.052	0.8921069132565573	1.0519330244881215
Sinoatrial_node_dysfunction	0.7667282278357032	0.4509164686	0.4509164686	213169	3337	209832	0.02481125156	1.025121612	TRUE	lrt_mle	0.961,1.093	lrt_quadratic	two	True	0.9610842206464553	1.0934258383786024	FALSE	TRUE	FALSE	mle	213169	3337	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4509164686	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.961,1.093	0.9610842206464553	1.0934258383786024
Osteoporosis	0.7667282278357032	0.4516835488	0.4516835488	212369	24520	187849	-0.01086931326	0.9891895443	TRUE	lrt_mle	0.962,1.018	lrt_quadratic	two	True	0.9615820547183045	1.0175896583366046	FALSE	TRUE	FALSE	mle	212369	24520	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4516835488	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.962,1.018	0.9615820547183045	1.0175896583366046
Urinary_urgency	0.7667282278357032	0.4522089001	0.4522089001	235468	14353	221115	-0.01229101711	0.9877842089	TRUE	lrt_mle	0.957,1.020	lrt_quadratic	two	True	0.9566317957575665	1.0199510906144607	FALSE	TRUE	FALSE	mle	235468	14353	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4522089001	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.957,1.020	0.9566317957575665	1.0199510906144607
Frequency_of_urination_and_polyuria	0.769732625550077	0.4553260183	0.4553260183	260188	39073	221115	-0.007993320065	0.9920385416	TRUE	lrt_mle	0.971,1.013	lrt_quadratic	two	True	0.9714375936060983	1.0130763668543221	FALSE	TRUE	FALSE	mle	260188	39073	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4553260183	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.971,1.013	0.9714375936060983	1.0130763668543221
Pancreatitis	0.769732625550077	0.455384206	0.455384206	202676	6077	196599	-0.0191123841	0.9810690995	TRUE	lrt_mle	0.933,1.032	lrt_quadratic	two	True	0.933051611890148	1.0315577034406778	FALSE	TRUE	FALSE	mle	202676	6077	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.455384206	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.933,1.032	0.933051611890148	1.0315577034406778
Homicidal_ideations	0.7713077265293395	0.4575424575	0.4575424575	240341	1256	239085	-0.04125858483	0.9595809648	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	240341	1256	239085	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Osteoporosis_and_low_bone_density	0.7713077265293395	0.4577222698	0.4577222698	212998	25149	187849	-0.01058618465	0.9894696518	TRUE	lrt_mle	0.962,1.018	lrt_quadratic	two	True	0.962206221761808	1.0175055717633774	FALSE	TRUE	FALSE	mle	212998	25149	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4577222698	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.962,1.018	0.962206221761808	1.0175055717633774
Malignant_neoplasm_of_the_prostate	0.7730924663904833	0.4605394605	0.4605394605	263712	6945	256767	-0.01782446174	0.9823334543	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	115374	6879	108495	sex_restricted_to_1;sex_majority_restricted_to_1;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Hypercholesterolemia	0.7730924663904833	0.4621360443	0.4621360443	261502	69011	192491	-0.006770927405	0.9932519437	TRUE	lrt_mle	0.975,1.011	lrt_quadratic	two	True	0.9754872409875942	1.0113401612676296	FALSE	TRUE	FALSE	mle	261502	69011	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4621360443	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.975,1.011	0.9754872409875942	1.0113401612676296
Psoriatic_arthropathy	0.7730924663904833	0.4625374625	0.4625374625	232343	1882	230461	0.02957791684	1.030019688	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	232343	1882	230461	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Current_tobacco_use_and_nicotine_dependence	0.7730924663904833	0.4635830662	0.4635830662	282945	43860	239085	-0.00767997781	0.9923494379	TRUE	lrt_mle	0.972,1.013	lrt_quadratic	two	True	0.9721778162015998	1.012939598522709	FALSE	TRUE	FALSE	mle	282945	43860	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4635830662	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.972,1.013	0.9721778162015998	1.012939598522709
Fracture_of_femur	0.7730924663904833	0.4639742382	0.4639742382	191023	3174	187849	-0.02456769962	0.97573163	TRUE	lrt_mle	0.914,1.042	lrt_quadratic	two	True	0.9136385424952677	1.0420447141215972	FALSE	TRUE	FALSE	mle	191023	3174	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4639742382	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.914,1.042	0.9136385424952677	1.0420447141215972
Acute_kidney_failure	0.7730924663904833	0.4645749377	0.4645749377	246182	25067	221115	0.009858198246	1.00990695	TRUE	lrt_mle	0.984,1.037	lrt_quadratic	two	True	0.9835747801341286	1.0369440829224772	FALSE	TRUE	FALSE	mle	246182	25067	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4645749377	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.984,1.037	0.9835747801341286	1.0369440829224772
Renal_colic	0.7730924663904833	0.46459667	0.46459667	223693	2578	221115	0.02642380161	1.026776006	TRUE	lrt_mle	0.957,1.102	lrt_quadratic	two	True	0.9565760410178099	1.1021277143412165	FALSE	TRUE	FALSE	mle	223693	2578	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.46459667	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.957,1.102	0.9565760410178099	1.1021277143412165
Effusion_of_joint	0.7730924663904833	0.4655337141	0.4655337141	211954	24105	187849	-0.009918424007	0.9901306013	TRUE	lrt_mle	0.964,1.017	lrt_quadratic	two	True	0.9641033394414011	1.016860504063237	FALSE	TRUE	FALSE	mle	211954	24105	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4655337141	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.964,1.017	0.9641033394414011	1.016860504063237
Nystagmus	0.7730924663904833	0.4655344655	0.4655344655	258745	1057	257688	0.04402657951	1.04501013	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	258745	1057	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Disorder_of_patella	0.7730924663904833	0.4662287047	0.4662287047	200764	12915	187849	-0.01255245604	0.9875259974	TRUE	lrt_mle	0.955,1.021	lrt_quadratic	two	True	0.9547385546288013	1.0214394201176702	FALSE	TRUE	FALSE	mle	200764	12915	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4662287047	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.955,1.021	0.9547385546288013	1.0214394201176702
Drug_and_medical_agent_allergy	0.7730924663904833	0.4665334665	0.4665334665	183783	1210	182573	-0.04046211976	0.9603455419	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	183783	1210	182573	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Bacterial_enteritis	0.7767841412356928	0.469793301	0.469793301	203150	6551	196599	0.01797289812	1.018135383	TRUE	lrt_mle	0.970,1.069	lrt_quadratic	two	True	0.9697064727762381	1.0689829205752452	FALSE	TRUE	FALSE	mle	203150	6551	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.469793301	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.970,1.069	0.9697064727762381	1.0689829205752452
Abnormal_findings_on_radiological_and_other_examination_of_genitourinary_organs	0.7767841412356928	0.4701774565	0.4701774565	225433	4318	221115	-0.02163480109	0.9785975526	TRUE	lrt_mle	0.923,1.038	lrt_quadratic	two	True	0.9227934642589553	1.037776281442335	FALSE	TRUE	FALSE	mle	225433	4318	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4701774565	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.923,1.038	0.9227934642589553	1.037776281442335
Allergy_to_other_anti_infective_agents	0.7794926877180451	0.4725274725	0.4725274725	183783	1210	182573	-0.04046211976	0.9603455419	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	183783	1210	182573	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Ischemic_heart_disease	0.7832197365742128	0.4758788134	0.4758788134	251213	41381	209832	0.008064500707	1.008097106	TRUE	lrt_mle	0.986,1.031	lrt_quadratic	two	True	0.9859933716115512	1.0306963567488754	FALSE	TRUE	FALSE	mle	251213	41381	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4758788134	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.986,1.031	0.9859933716115512	1.0306963567488754
Cerebral_degeneration	0.7832197365742128	0.476214735	0.476214735	216058	1873	214185	0.03114267947	1.031632686	TRUE	lrt_mle	0.947,1.124	lrt_quadratic	two	True	0.9469234760073547	1.1239197529514626	FALSE	TRUE	FALSE	mle	216058	1873	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.476214735	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.947,1.124	0.9469234760073547	1.1239197529514626
Oligohydramnios	0.7833994921750373	0.4775224775	0.4775224775	359922	1043	358879	-0.04135031057	0.9594929505	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	208124	1043	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Diffuse_goiter	0.7833994921750373	0.4777522883	0.4777522883	196248	3757	192491	-0.02314427107	0.9771215032	TRUE	lrt_mle	0.917,1.042	lrt_quadratic	two	True	0.9166392264848429	1.0415945603304113	FALSE	TRUE	FALSE	mle	196248	3757	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4777522883	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.917,1.042	0.9166392264848429	1.0415945603304113
Fusion_of_spine	0.7840583900010432	0.4795204795	0.4795204795	189334	1485	187849	-0.03464111522	0.9659520195	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	189334	1485	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Acquired_deformities_of_fingers_and_toes	0.7840583900010432	0.4795835731	0.4795835731	207683	19834	187849	-0.01046346073	0.9895910908	TRUE	lrt_mle	0.961,1.019	lrt_quadratic	two	True	0.9612971868615363	1.018717770592619	FALSE	TRUE	FALSE	mle	207683	19834	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4795835731	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.961,1.019	0.9612971868615363	1.018717770592619
Keratoconjunctivitis_sicca	0.7874999893	0.4827050877	0.4827050877	261573	3885	257688	-0.02200276453	0.9782375307	TRUE	lrt_mle	0.920,1.040	lrt_quadratic	two	True	0.919948587522523	1.0402197246793392	FALSE	TRUE	FALSE	mle	261573	3885	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4827050877	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.920,1.040	0.919948587522523	1.0402197246793392
Acquired_deformities_of_toe	0.7874999893	0.4831244237	0.4831244237	206440	18591	187849	-0.01069703538	0.9893599744	TRUE	lrt_mle	0.960,1.019	lrt_quadratic	two	True	0.9602196180495219	1.0193846705803684	FALSE	TRUE	FALSE	mle	206440	18591	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4831244237	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.960,1.019	0.9602196180495219	1.0193846705803684
Septic_shock	0.7883554292537556	0.4846358385	0.4846358385	185693	3120	182573	0.02459216437	1.024897046	TRUE	lrt_mle	0.957,1.098	lrt_quadratic	two	True	0.9565938572051893	1.0980772523939568	FALSE	TRUE	FALSE	mle	185693	3120	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4846358385	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.957,1.098	0.9565938572051893	1.0980772523939568
Peritoneal_abscess	0.7883554292537556	0.4865134865	0.4865134865	198069	1470	196599	-0.03229144415	0.9682243576	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	198069	1470	196599	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Nicotine_dependence_current_and_history_of	0.7883554292537556	0.4870169883	0.4870169883	283579	44494	239085	-0.0072275525	0.9927985034	TRUE	lrt_mle	0.973,1.013	lrt_quadratic	two	True	0.9727694979888066	1.0132398995680372	FALSE	TRUE	FALSE	mle	283579	44494	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4870169883	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.973,1.013	0.9727694979888066	1.0132398995680372
Immunodeficiencies	0.7883554292537556	0.487686665	0.487686665	273289	8338	264951	-0.01440712056	0.9856961654	TRUE	lrt_mle	0.946,1.027	lrt_quadratic	two	True	0.9463947749376416	1.0266296435608897	FALSE	TRUE	FALSE	mle	273289	8338	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.487686665	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.946,1.027	0.9463947749376416	1.0266296435608897
Dementias_and_cerebral_degeneration	0.7883554292537556	0.4878908925	0.4878908925	219661	5476	214185	0.01836700964	1.018536721	TRUE	lrt_mle	0.967,1.073	lrt_quadratic	two	True	0.9670267084675693	1.0727904846064082	FALSE	TRUE	FALSE	mle	219661	5476	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4878908925	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.967,1.073	0.9670267084675693	1.0727904846064082
Pathological_fracture	0.7883554292537556	0.4879611089	0.4879611089	193618	5769	187849	0.01742587566	1.017578592	TRUE	lrt_mle	0.969,1.069	lrt_quadratic	two	True	0.9686818387305149	1.068943537004381	FALSE	TRUE	FALSE	mle	193618	5769	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4879611089	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.969,1.069	0.9686818387305149	1.068943537004381
Disorders_of_the_gallbladder	0.7884282379513236	0.4887248877	0.4887248877	218483	21884	196599	-0.009541647788	0.9905037293	TRUE	lrt_mle	0.964,1.018	lrt_quadratic	two	True	0.9641065886974134	1.017623620923391	FALSE	TRUE	FALSE	mle	218483	21884	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4887248877	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.964,1.018	0.9641065886974134	1.017623620923391
Atrial_septal_defect	0.790167160516887	0.490523096	0.490523096	371602	2493	369109	0.02541715885	1.025742929	TRUE	lrt_mle	0.954,1.103	lrt_quadratic	two	True	0.9542441306728335	1.102598928962444	FALSE	TRUE	FALSE	mle	371602	2493	369109	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.490523096	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.954,1.103	0.9542441306728335	1.102598928962444
Lobar_pneumonia	0.7907446001734993	0.4921630423	0.4921630423	212986	3354	209632	0.02240434139	1.022657204	TRUE	lrt_mle	0.959,1.090	lrt_quadratic	two	True	0.9593248043112754	1.0901706608739516	FALSE	TRUE	FALSE	mle	212986	3354	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4921630423	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.959,1.090	0.9593248043112754	1.0901706608739516
Arteriovenous_malformation	0.7907446001734993	0.4923232105	0.4923232105	211316	1484	209832	0.03592678282	1.036579948	TRUE	lrt_mle	0.936,1.149	lrt_quadratic	two	True	0.9355442537616692	1.1485271645860389	FALSE	TRUE	FALSE	mle	211316	1484	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4923232105	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.936,1.149	0.9355442537616692	1.1485271645860389
Diseases_of_the_pancreas	0.7914347273437133	0.4934743423	0.4934743423	207449	10850	196599	-0.01304922218	0.9870355498	TRUE	lrt_mle	0.951,1.025	lrt_quadratic	two	True	0.9508511723812375	1.0245969136218727	FALSE	TRUE	FALSE	mle	207449	10850	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4934743423	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.951,1.025	0.9508511723812375	1.0245969136218727
Peritonitis	0.7955688626202623	0.4969044068	0.4969044068	199333	2734	196599	-0.02500484981	0.975305182	TRUE	lrt_mle	0.907,1.048	lrt_quadratic	two	True	0.9074259429950344	1.0482620706676398	FALSE	TRUE	FALSE	mle	199333	2734	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4969044068	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.907,1.048	0.9074259429950344	1.0482620706676398
Sedative_hypnotic_or_anxiolytic_related_abuse_or_dependance	0.7955688626202623	0.4975024975	0.4975024975	240968	1883	239085	-0.02957315179	0.9708598549	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	240968	1883	239085	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Disorders_of_penis	0.7965059222564774	0.4988145566	0.4988145566	225803	4688	221115	-0.01986115641	0.9803347771	TRUE	lrt_mle	0.926,1.038	lrt_quadratic	two	True	0.9255053391201384	1.0384124591033284	FALSE	TRUE	FALSE	mle	100531	4674	95857	sex_restricted_to_1;sex_majority_restricted_to_1;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.4988145566	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.926,1.038	0.9255053391201384	1.0384124591033284
